지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2021-03-01,0.008
춘천시,석사동,2021-03-01,0.008
춘천시,신사우동,2021-03-01,0.005
원주시,중앙동,2021-03-01,0.013
원주시,반곡동,2021-03-01,0.011
원주시,문막읍,2021-03-01,0.012
강릉시,옥천동,2021-03-01,0.010
동해시,천곡동,2021-03-01,0.011
삼척시,남양동,2021-03-01,0.011
속초시,금호동,2021-03-01,0.009
태백시,황지동,2021-03-01,0.009
춘천시,중앙로,2021-03-02,0.009
춘천시,석사동,2021-03-02,0.011
춘천시,신사우동,2021-03-02,0.006
원주시,중앙동,2021-03-02,0.014
원주시,반곡동,2021-03-02,0.010
원주시,문막읍,2021-03-02,0.012
강릉시,옥천동,2021-03-02,0.012
동해시,천곡동,2021-03-02,0.009
삼척시,남양동,2021-03-02,0.008
속초시,금호동,2021-03-02,0.010
태백시,황지동,2021-03-02,0.011
춘천시,중앙로,2021-03-03,0.014
춘천시,석사동,2021-03-03,0.019
춘천시,신사우동,2021-03-03,0.010
원주시,중앙동,2021-03-03,0.020
원주시,반곡동,2021-03-03,0.018
원주시,문막읍,2021-03-03,0.016
강릉시,옥천동,2021-03-03,0.017
동해시,천곡동,2021-03-03,0.024
삼척시,남양동,2021-03-03,0.014
속초시,금호동,2021-03-03,0.024
태백시,황지동,2021-03-03,1.181
춘천시,중앙로,2021-03-04,0.020
춘천시,석사동,2021-03-04,0.030
춘천시,신사우동,2021-03-04,0.016
원주시,중앙동,2021-03-04,0.025
원주시,반곡동,2021-03-04,0.024
원주시,문막읍,2021-03-04,0.021
강릉시,옥천동,2021-03-04,0.024
동해시,천곡동,2021-03-04,0.030
삼척시,남양동,2021-03-04,0.020
속초시,금호동,2021-03-04,0.034
태백시,황지동,2021-03-04,0.013
춘천시,중앙로,2021-03-05,0.020
춘천시,석사동,2021-03-05,0.025
춘천시,신사우동,2021-03-05,0.011
원주시,중앙동,2021-03-05,0.023
원주시,반곡동,2021-03-05,0.022
원주시,문막읍,2021-03-05,0.020
강릉시,옥천동,2021-03-05,0.026
동해시,천곡동,2021-03-05,0.025
삼척시,남양동,2021-03-05,0.014
속초시,금호동,2021-03-05,0.022
태백시,황지동,2021-03-05,0.020
춘천시,중앙로,2021-03-06,0.008
춘천시,석사동,2021-03-06,0.007
춘천시,신사우동,2021-03-06,0.003
원주시,중앙동,2021-03-06,0.016
원주시,반곡동,2021-03-06,0.015
원주시,문막읍,2021-03-06,0.014
강릉시,옥천동,2021-03-06,0.012
동해시,천곡동,2021-03-06,0.007
삼척시,남양동,2021-03-06,0.006
속초시,금호동,2021-03-06,0.007
태백시,황지동,2021-03-06,0.007
춘천시,중앙로,2021-03-07,0.008
춘천시,석사동,2021-03-07,0.012
춘천시,신사우동,2021-03-07,0.006
원주시,중앙동,2021-03-07,0.013
원주시,반곡동,2021-03-07,0.011
원주시,문막읍,2021-03-07,0.011
강릉시,옥천동,2021-03-07,0.011
동해시,천곡동,2021-03-07,0.011
삼척시,남양동,2021-03-07,0.009
속초시,금호동,2021-03-07,0.012
태백시,황지동,2021-03-07,0.006
춘천시,중앙로,2021-03-08,0.016
춘천시,석사동,2021-03-08,0.019
춘천시,신사우동,2021-03-08,0.009
원주시,중앙동,2021-03-08,0.020
원주시,반곡동,2021-03-08,0.021
원주시,문막읍,2021-03-08,0.018
강릉시,옥천동,2021-03-08,0.019
동해시,천곡동,2021-03-08,0.020
삼척시,남양동,2021-03-08,0.013
속초시,금호동,2021-03-08,0.010
태백시,황지동,2021-03-08,0.013
춘천시,중앙로,2021-03-09,0.016
춘천시,석사동,2021-03-09,0.020
춘천시,신사우동,2021-03-09,0.011
원주시,중앙동,2021-03-09,0.026
원주시,반곡동,2021-03-09,0.027
원주시,문막읍,2021-03-09,0.028
강릉시,옥천동,2021-03-09,0.022
동해시,천곡동,2021-03-09,0.017
삼척시,남양동,2021-03-09,0.017
속초시,금호동,2021-03-09,0.014
태백시,황지동,2021-03-09,0.015
춘천시,중앙로,2021-03-10,0.018
춘천시,석사동,2021-03-10,0.024
춘천시,신사우동,2021-03-10,0.014
원주시,중앙동,2021-03-10,0.027
원주시,반곡동,2021-03-10,0.025
원주시,문막읍,2021-03-10,0.022
강릉시,옥천동,2021-03-10,0.016
동해시,천곡동,2021-03-10,0.014
삼척시,남양동,2021-03-10,0.013
속초시,금호동,2021-03-10,0.010
태백시,황지동,2021-03-10,0.011
춘천시,중앙로,2021-03-11,0.022
춘천시,석사동,2021-03-11,0.029
춘천시,신사우동,2021-03-11,0.016
원주시,중앙동,2021-03-11,0.026
원주시,반곡동,2021-03-11,0.025
원주시,문막읍,2021-03-11,0.021
강릉시,옥천동,2021-03-11,0.020
동해시,천곡동,2021-03-11,0.024
삼척시,남양동,2021-03-11,0.018
속초시,금호동,2021-03-11,0.022
태백시,황지동,2021-03-11,0.015
춘천시,중앙로,2021-03-12,0.018
춘천시,석사동,2021-03-12,0.017
춘천시,신사우동,2021-03-12,0.011
원주시,중앙동,2021-03-12,0.021
원주시,반곡동,2021-03-12,0.018
원주시,문막읍,2021-03-12,0.021
강릉시,옥천동,2021-03-12,0.014
동해시,천곡동,2021-03-12,0.020
삼척시,남양동,2021-03-12,0.019
속초시,금호동,2021-03-12,0.008
태백시,황지동,2021-03-12,0.014
춘천시,중앙로,2021-03-13,0.013
춘천시,석사동,2021-03-13,0.015
춘천시,신사우동,2021-03-13,0.011
원주시,중앙동,2021-03-13,0.016
원주시,반곡동,2021-03-13,0.014
원주시,문막읍,2021-03-13,0.018
강릉시,옥천동,2021-03-13,0.014
동해시,천곡동,2021-03-13,0.011
삼척시,남양동,2021-03-13,0.010
속초시,금호동,2021-03-13,0.009
태백시,황지동,2021-03-13,0.010
춘천시,중앙로,2021-03-14,0.013
춘천시,석사동,2021-03-14,0.018
춘천시,신사우동,2021-03-14,0.011
원주시,중앙동,2021-03-14,0.018
원주시,반곡동,2021-03-14,0.016
원주시,문막읍,2021-03-14,0.015
강릉시,옥천동,2021-03-14,0.020
동해시,천곡동,2021-03-14,0.019
삼척시,남양동,2021-03-14,0.012
속초시,금호동,2021-03-14,0.016
태백시,황지동,2021-03-14,0.013
춘천시,중앙로,2021-03-15,0.017
춘천시,석사동,2021-03-15,0.021
춘천시,신사우동,2021-03-15,0.014
