지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2019-02-01,0.015
춘천시,석사동,2019-02-01,0.019
원주시,중앙동,2019-02-01,0.022
원주시,반곡동,2019-02-01,0.016
원주시,문막읍,2019-02-01,0.022
강릉시,옥천동,2019-02-01,0.014
동해시,천곡동,2019-02-01,0.019
삼척시,남양동,2019-02-01,0.017
속초시,금호동,2019-02-01,0.009
태백시,황지동,2019-02-01,0.014
춘천시,중앙로,2019-02-02,0.024
춘천시,석사동,2019-02-02,0.031
원주시,중앙동,2019-02-02,0.027
원주시,반곡동,2019-02-02,0.027
원주시,문막읍,2019-02-02,0.021
강릉시,옥천동,2019-02-02,0.012
동해시,천곡동,2019-02-02,0.024
삼척시,남양동,2019-02-02,0.018
속초시,금호동,2019-02-02,0.017
태백시,황지동,2019-02-02,0.010
춘천시,중앙로,2019-02-03,0.029
춘천시,석사동,2019-02-03,0.031
원주시,중앙동,2019-02-03,0.027
원주시,반곡동,2019-02-03,0.024
원주시,문막읍,2019-02-03,0.022
강릉시,옥천동,2019-02-03,0.020
동해시,천곡동,2019-02-03,0.027
삼척시,남양동,2019-02-03,0.023
속초시,금호동,2019-02-03,0.021
태백시,황지동,2019-02-03,0.013
춘천시,중앙로,2019-02-04,0.012
춘천시,석사동,2019-02-04,0.013
원주시,중앙동,2019-02-04,0.016
원주시,반곡동,2019-02-04,0.009
원주시,문막읍,2019-02-04,0.014
강릉시,옥천동,2019-02-04,0.010
동해시,천곡동,2019-02-04,0.006
삼척시,남양동,2019-02-04,0.014
속초시,금호동,2019-02-04,0.009
태백시,황지동,2019-02-04,0.008
춘천시,중앙로,2019-02-05,0.019
춘천시,석사동,2019-02-05,0.022
원주시,중앙동,2019-02-05,0.021
원주시,반곡동,2019-02-05,0.021
원주시,문막읍,2019-02-05,0.018
강릉시,옥천동,2019-02-05,0.008
동해시,천곡동,2019-02-05,0.024
삼척시,남양동,2019-02-05,0.020
속초시,금호동,2019-02-05,0.016
태백시,황지동,2019-02-05,0.009
춘천시,중앙로,2019-02-06,0.024
춘천시,석사동,2019-02-06,0.026
원주시,중앙동,2019-02-06,0.026
원주시,반곡동,2019-02-06,0.026
원주시,문막읍,2019-02-06,0.022
강릉시,옥천동,2019-02-06,0.016
동해시,천곡동,2019-02-06,0.017
삼척시,남양동,2019-02-06,0.015
속초시,금호동,2019-02-06,0.018
태백시,황지동,2019-02-06,0.012
춘천시,중앙로,2019-02-07,0.009
춘천시,석사동,2019-02-07,0.010
원주시,중앙동,2019-02-07,0.014
원주시,반곡동,2019-02-07,0.009
원주시,문막읍,2019-02-07,0.013
강릉시,옥천동,2019-02-07,0.012
동해시,천곡동,2019-02-07,0.007
삼척시,남양동,2019-02-07,0.011
속초시,금호동,2019-02-07,0.006
태백시,황지동,2019-02-07,0.008
춘천시,중앙로,2019-02-08,0.012
춘천시,석사동,2019-02-08,0.014
원주시,중앙동,2019-02-08,0.016
원주시,반곡동,2019-02-08,0.012
원주시,문막읍,2019-02-08,0.016
강릉시,옥천동,2019-02-08,0.015
동해시,천곡동,2019-02-08,0.014
삼척시,남양동,2019-02-08,0.016
속초시,금호동,2019-02-08,0.013
태백시,황지동,2019-02-08,0.011
춘천시,중앙로,2019-02-09,0.009
춘천시,석사동,2019-02-09,0.013
원주시,중앙동,2019-02-09,0.022
원주시,반곡동,2019-02-09,0.017
원주시,문막읍,2019-02-09,0.019
강릉시,옥천동,2019-02-09,0.017
동해시,천곡동,2019-02-09,0.014
삼척시,남양동,2019-02-09,0.015
속초시,금호동,2019-02-09,0.010
태백시,황지동,2019-02-09,0.012
춘천시,중앙로,2019-02-10,0.015
춘천시,석사동,2019-02-10,0.015
원주시,중앙동,2019-02-10,0.019
원주시,반곡동,2019-02-10,0.018
원주시,문막읍,2019-02-10,0.021
강릉시,옥천동,2019-02-10,0.011
동해시,천곡동,2019-02-10,0.015
삼척시,남양동,2019-02-10,0.015
속초시,금호동,2019-02-10,0.012
태백시,황지동,2019-02-10,0.011
춘천시,중앙로,2019-02-11,0.014
춘천시,석사동,2019-02-11,0.017
원주시,중앙동,2019-02-11,0.026
원주시,반곡동,2019-02-11,0.019
원주시,문막읍,2019-02-11,0.023
강릉시,옥천동,2019-02-11,0.016
동해시,천곡동,2019-02-11,0.011
삼척시,남양동,2019-02-11,0.018
속초시,금호동,2019-02-11,0.008
태백시,황지동,2019-02-11,0.011
춘천시,중앙로,2019-02-12,0.019
춘천시,석사동,2019-02-12,0.022
원주시,중앙동,2019-02-12,0.029
원주시,반곡동,2019-02-12,0.028
원주시,문막읍,2019-02-12,0.025
강릉시,옥천동,2019-02-12,0.019
동해시,천곡동,2019-02-12,0.015
삼척시,남양동,2019-02-12,0.020
속초시,금호동,2019-02-12,0.012
태백시,황지동,2019-02-12,0.015
춘천시,중앙로,2019-02-13,0.021
춘천시,석사동,2019-02-13,0.021
원주시,중앙동,2019-02-13,0.027
원주시,반곡동,2019-02-13,0.027
원주시,문막읍,2019-02-13,0.022
강릉시,옥천동,2019-02-13,0.013
동해시,천곡동,2019-02-13,0.007
삼척시,남양동,2019-02-13,0.018
속초시,금호동,2019-02-13,0.012
태백시,황지동,2019-02-13,0.014
춘천시,중앙로,2019-02-14,0.022
춘천시,석사동,2019-02-14,0.025
원주시,중앙동,2019-02-14,0.025
원주시,반곡동,2019-02-14,0.029
원주시,문막읍,2019-02-14,0.022
강릉시,옥천동,2019-02-14,0.018
동해시,천곡동,2019-02-14,0.013
삼척시,남양동,2019-02-14,0.017
속초시,금호동,2019-02-14,0.015
태백시,황지동,2019-02-14,0.011
춘천시,중앙로,2019-02-15,0.023
춘천시,석사동,2019-02-15,0.025
원주시,중앙동,2019-02-15,0.029
원주시,반곡동,2019-02-15,0.030
원주시,문막읍,2019-02-15,0.031
강릉시,옥천동,2019-02-15,0.020
동해시,천곡동,2019-02-15,0.017
삼척시,남양동,2019-02-15,0.020
속초시,금호동,2019-02-15,0.017
태백시,황지동,2019-02-15,0.009
춘천시,중앙로,2019-02-16,0.010
춘천시,석사동,2019-02-16,0.017
원주시,중앙동,2019-02-16,0.015
원주시,반곡동,2019-02-16,0.015
원주시,문막읍,2019-02-16,0.018
강릉시,옥천동,2019-02-16,0.011
동해시,천곡동,2019-02-16,0.007
삼척시,남양동,2019-02-16,0.014
속초시,금호동,2019-02-16,0.009
태백시,황지동,2019-02-16,1.176
춘천시,중앙로,2019-02-17,0.012
춘천시,석사동,2019-02-17,0.020
원주시,중앙동,2019-02-17,0.023
원주시,반곡동,2019-02-17,0.026
원주시,문막읍,2019-02-17,0.021
강릉시,옥천동,2019-02-17,0.011
동해시,천곡동,2019-02-17,0.011
삼척시,남양동,2019-02-17,0.015
속초시,금호동,2019-02-17,0.007
태백시,황지동,2019-02-17,0.010
춘천시,중앙로,2019-02-18,0.020
춘천시,석사동,2019-02-18,0.030
원주시,중앙동,2019-02-18,0.029
원주시,반곡동,2019-02-18,0.030
원주시,문막읍,2019-02-18,0.025
강릉시,옥천동,2019-02-18,0.020
동해시,천곡동,2019-02-18,0.024
삼척시,남양동,2019-02-18,0.018
속초시,금호동,2019-02-18,0.018
태백시,황지동,2019-02-18,0.011
춘천시,중앙로,2019-02-19,0.022
춘천시,석사동,2019-02-19,0.026
원주시,중앙동,2019-02-19,0.032
원주시,반곡동,2019-02-19,0.033
원주시,문막읍,2019-02-19,0.032
강릉시,옥천동,2019-02-19,0.021
동해시,천곡동,2019-02-19,0.018
삼척시,남양동,2019-02-19,0.021
속초시,금호동,2019-02-19,0.014
태백시,황지동,2019-02-19,0.017
춘천시,중앙로,2019-02-20,0.011
춘천시,석사동,2019-02-20,0.018
원주시,중앙동,2019-02-20,0.025
원주시,반곡동,2019-02-20,0.025
원주시,문막읍,2019-02-20,0.029
강릉시,옥천동,2019-02-20,0.011
동해시,천곡동,2019-02-20,0.011
삼척시,남양동,2019-02-20,0.015
속초시,금호동,2019-02-20,0.008
태백시,황지동,2019-02-20,0.010
춘천시,중앙로,2019-02-21,0.019
춘천시,석사동,2019-02-21,0.026
원주시,중앙동,2019-02-21,0.025
원주시,반곡동,2019-02-21,0.029
원주시,문막읍,2019-02-21,0.026
강릉시,옥천동,2019-02-21,0.018
동해시,천곡동,2019-02-21,0.028
삼척시,남양동,2019-02-21,0.018
속초시,금호동,2019-02-21,0.023
태백시,황지동,2019-02-21,0.011
춘천시,중앙로,2019-02-22,0.021
춘천시,석사동,2019-02-22,0.029
원주시,중앙동,2019-02-22,0.028
원주시,반곡동,2019-02-22,0.033
원주시,문막읍,2019-02-22,0.029
강릉시,옥천동,2019-02-22,0.019
동해시,천곡동,2019-02-22,0.027
삼척시,남양동,2019-02-22,0.018
속초시,금호동,2019-02-22,0.025
태백시,황지동,2019-02-22,0.015
춘천시,중앙로,2019-02-23,0.019
춘천시,석사동,2019-02-23,0.024
원주시,중앙동,2019-02-23,0.024
원주시,반곡동,2019-02-23,0.030
원주시,문막읍,2019-02-23,0.025
강릉시,옥천동,2019-02-23,0.021
동해시,천곡동,2019-02-23,0.021
삼척시,남양동,2019-02-23,0.019
속초시,금호동,2019-02-23,0.018
태백시,황지동,2019-02-23,0.012
춘천시,중앙로,2019-02-24,0.021
춘천시,석사동,2019-02-24,0.027
원주시,중앙동,2019-02-24,0.020
원주시,반곡동,2019-02-24,0.026
원주시,문막읍,2019-02-24,0.021
강릉시,옥천동,2019-02-24,0.016
동해시,천곡동,2019-02-24,0.028
삼척시,남양동,2019-02-24,0.023
속초시,금호동,2019-02-24,0.022
태백시,황지동,2019-02-24,0.011
춘천시,중앙로,2019-02-25,0.021
춘천시,석사동,2019-02-25,0.030
원주시,중앙동,2019-02-25,0.030
원주시,반곡동,2019-02-25,0.035
원주시,문막읍,2019-02-25,0.028
강릉시,옥천동,2019-02-25,0.021
동해시,천곡동,2019-02-25,0.019
삼척시,남양동,2019-02-25,0.019
속초시,금호동,2019-02-25,0.014
태백시,황지동,2019-02-25,0.012
춘천시,중앙로,2019-02-26,0.021
춘천시,석사동,2019-02-26,0.030
원주시,중앙동,2019-02-26,0.029
원주시,반곡동,2019-02-26,0.033
원주시,문막읍,2019-02-26,0.027
강릉시,옥천동,2019-02-26,0.019
동해시,천곡동,2019-02-26,0.027
삼척시,남양동,2019-02-26,0.016
속초시,금호동,2019-02-26,0.018
태백시,황지동,2019-02-26,0.015
춘천시,중앙로,2019-02-27,0.024
춘천시,석사동,2019-02-27,0.027
원주시,중앙동,2019-02-27,0.025
원주시,반곡동,2019-02-27,0.030
원주시,문막읍,2019-02-27,0.026
강릉시,옥천동,2019-02-27,0.019
동해시,천곡동,2019-02-27,0.025
삼척시,남양동,2019-02-27,0.020
속초시,금호동,2019-02-27,0.015
태백시,황지동,2019-02-27,2.343
춘천시,중앙로,2019-02-28,0.025
춘천시,석사동,2019-02-28,0.029
원주시,중앙동,2019-02-28,0.029
원주시,반곡동,2019-02-28,0.035
원주시,문막읍,2019-02-28,0.029
강릉시,옥천동,2019-02-28,0.021
동해시,천곡동,2019-02-28,0.020
삼척시,남양동,2019-02-28,0.018
속초시,금호동,2019-02-28,0.020
태백시,황지동,2019-02-28,0.015
춘천시,중앙로,2019-02-29,0
춘천시,석사동,2019-02-29,0
원주시,중앙동,2019-02-29,0
원주시,반곡동,2019-02-29,0
원주시,문막읍,2019-02-29,0
강릉시,옥천동,2019-02-29,0
동해시,천곡동,2019-02-29,0
삼척시,남양동,2019-02-29,0
속초시,금호동,2019-02-29,0
태백시,황지동,2019-02-29,0
춘천시,중앙로,2019-02-30,0
춘천시,석사동,2019-02-30,0
원주시,중앙동,2019-02-30,0
원주시,반곡동,2019-02-30,0
원주시,문막읍,2019-02-30,0
강릉시,옥천동,2019-02-30,0
동해시,천곡동,2019-02-30,0
삼척시,남양동,2019-02-30,0
속초시,금호동,2019-02-30,0
태백시,황지동,2019-02-30,0
춘천시,중앙로,2019-02-31,0
춘천시,석사동,2019-02-31,0
원주시,중앙동,2019-02-31,0
원주시,반곡동,2019-02-31,0
원주시,문막읍,2019-02-31,0
강릉시,옥천동,2019-02-31,0
동해시,천곡동,2019-02-31,0
삼척시,남양동,2019-02-31,0
속초시,금호동,2019-02-31,0
태백시,황지동,2019-02-31,0
