지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2019-03-01,0.020
춘천시,석사동,2019-03-01,0.025
원주시,중앙동,2019-03-01,0.025
원주시,반곡동,2019-03-01,0.026
원주시,문막읍,2019-03-01,0.025
강릉시,옥천동,2019-03-01,0.022
동해시,천곡동,2019-03-01,0.034
삼척시,남양동,2019-03-01,0.019
속초시,금호동,2019-03-01,0.026
태백시,황지동,2019-03-01,0.018
춘천시,중앙로,2019-03-02,0.020
춘천시,석사동,2019-03-02,0.028
원주시,중앙동,2019-03-02,0.027
원주시,반곡동,2019-03-02,0.028
원주시,문막읍,2019-03-02,0.024
강릉시,옥천동,2019-03-02,0.022
동해시,천곡동,2019-03-02,0.029
삼척시,남양동,2019-03-02,0.021
속초시,금호동,2019-03-02,0.030
태백시,황지동,2019-03-02,0.014
춘천시,중앙로,2019-03-03,0.020
춘천시,석사동,2019-03-03,0.026
원주시,중앙동,2019-03-03,0.025
원주시,반곡동,2019-03-03,0.028
원주시,문막읍,2019-03-03,0.020
강릉시,옥천동,2019-03-03,0.021
동해시,천곡동,2019-03-03,0.024
삼척시,남양동,2019-03-03,0.016
속초시,금호동,2019-03-03,0.022
태백시,황지동,2019-03-03,0.012
춘천시,중앙로,2019-03-04,0.022
춘천시,석사동,2019-03-04,0.028
원주시,중앙동,2019-03-04,0.025
원주시,반곡동,2019-03-04,0.029
원주시,문막읍,2019-03-04,0.025
강릉시,옥천동,2019-03-04,0.023
동해시,천곡동,2019-03-04,0.022
삼척시,남양동,2019-03-04,0.016
속초시,금호동,2019-03-04,0.019
태백시,황지동,2019-03-04,0.014
춘천시,중앙로,2019-03-05,0.024
춘천시,석사동,2019-03-05,0.033
원주시,중앙동,2019-03-05,0.027
원주시,반곡동,2019-03-05,0.025
원주시,문막읍,2019-03-05,0.026
강릉시,옥천동,2019-03-05,0.023
동해시,천곡동,2019-03-05,0.028
삼척시,남양동,2019-03-05,0.025
속초시,금호동,2019-03-05,0.019
태백시,황지동,2019-03-05,0.017
춘천시,중앙로,2019-03-06,0.027
춘천시,석사동,2019-03-06,0.032
원주시,중앙동,2019-03-06,0.027
원주시,반곡동,2019-03-06,0.026
원주시,문막읍,2019-03-06,0.025
강릉시,옥천동,2019-03-06,0.018
동해시,천곡동,2019-03-06,0.016
삼척시,남양동,2019-03-06,0.020
속초시,금호동,2019-03-06,0.011
태백시,황지동,2019-03-06,0.015
춘천시,중앙로,2019-03-07,0.016
춘천시,석사동,2019-03-07,0.020
원주시,중앙동,2019-03-07,0.018
원주시,반곡동,2019-03-07,0.016
원주시,문막읍,2019-03-07,0.020
강릉시,옥천동,2019-03-07,0.012
동해시,천곡동,2019-03-07,0.013
삼척시,남양동,2019-03-07,0.019
속초시,금호동,2019-03-07,0.010
태백시,황지동,2019-03-07,0.012
춘천시,중앙로,2019-03-08,0.021
춘천시,석사동,2019-03-08,0.026
원주시,중앙동,2019-03-08,0.021
원주시,반곡동,2019-03-08,0.021
원주시,문막읍,2019-03-08,0.022
강릉시,옥천동,2019-03-08,0.017
동해시,천곡동,2019-03-08,0.028
삼척시,남양동,2019-03-08,0.019
속초시,금호동,2019-03-08,0.020
태백시,황지동,2019-03-08,0.015
춘천시,중앙로,2019-03-09,0.023
춘천시,석사동,2019-03-09,0.029
원주시,중앙동,2019-03-09,0.025
원주시,반곡동,2019-03-09,0.027
원주시,문막읍,2019-03-09,0.024
강릉시,옥천동,2019-03-09,0.006
동해시,천곡동,2019-03-09,0.022
삼척시,남양동,2019-03-09,0.018
속초시,금호동,2019-03-09,0.015
태백시,황지동,2019-03-09,0.008
춘천시,중앙로,2019-03-10,0.012
춘천시,석사동,2019-03-10,0.015
원주시,중앙동,2019-03-10,0.013
원주시,반곡동,2019-03-10,0.017
원주시,문막읍,2019-03-10,0.017
강릉시,옥천동,2019-03-10,0.009
동해시,천곡동,2019-03-10,0.013
삼척시,남양동,2019-03-10,0.014
속초시,금호동,2019-03-10,0.010
태백시,황지동,2019-03-10,0.009
춘천시,중앙로,2019-03-11,0.024
춘천시,석사동,2019-03-11,0.024
원주시,중앙동,2019-03-11,0.017
원주시,반곡동,2019-03-11,0.017
원주시,문막읍,2019-03-11,0.020
강릉시,옥천동,2019-03-11,0.014
동해시,천곡동,2019-03-11,0.019
삼척시,남양동,2019-03-11,0.018
속초시,금호동,2019-03-11,0.016
태백시,황지동,2019-03-11,0.014
춘천시,중앙로,2019-03-12,0.015
춘천시,석사동,2019-03-12,0.015
원주시,중앙동,2019-03-12,0.015
원주시,반곡동,2019-03-12,0.012
원주시,문막읍,2019-03-12,0.018
강릉시,옥천동,2019-03-12,0.010
동해시,천곡동,2019-03-12,0.010
삼척시,남양동,2019-03-12,0.015
속초시,금호동,2019-03-12,0.007
태백시,황지동,2019-03-12,1.176
춘천시,중앙로,2019-03-13,0.009
춘천시,석사동,2019-03-13,0.011
원주시,중앙동,2019-03-13,0.015
원주시,반곡동,2019-03-13,0.008
원주시,문막읍,2019-03-13,0.016
강릉시,옥천동,2019-03-13,0.004
동해시,천곡동,2019-03-13,0.005
삼척시,남양동,2019-03-13,0.011
속초시,금호동,2019-03-13,0.004
태백시,황지동,2019-03-13,0.005
춘천시,중앙로,2019-03-14,0.020
춘천시,석사동,2019-03-14,0.018
원주시,중앙동,2019-03-14,0.018
원주시,반곡동,2019-03-14,0.014
원주시,문막읍,2019-03-14,0.019
강릉시,옥천동,2019-03-14,0.009
동해시,천곡동,2019-03-14,0.008
삼척시,남양동,2019-03-14,0.013
속초시,금호동,2019-03-14,0.008
태백시,황지동,2019-03-14,0.007
춘천시,중앙로,2019-03-15,0.014
춘천시,석사동,2019-03-15,0.016
원주시,중앙동,2019-03-15,0.015
원주시,반곡동,2019-03-15,0.011
원주시,문막읍,2019-03-15,0.018
강릉시,옥천동,2019-03-15,0.018
동해시,천곡동,2019-03-15,0.010
삼척시,남양동,2019-03-15,0.017
속초시,금호동,2019-03-15,0.011
태백시,황지동,2019-03-15,0.007
춘천시,중앙로,2019-03-16,0.011
춘천시,석사동,2019-03-16,0.013
원주시,중앙동,2019-03-16,0.014
원주시,반곡동,2019-03-16,0.009
원주시,문막읍,2019-03-16,0.016
강릉시,옥천동,2019-03-16,0.010
동해시,천곡동,2019-03-16,0.009
삼척시,남양동,2019-03-16,0.012
속초시,금호동,2019-03-16,0.011
태백시,황지동,2019-03-16,0.009
춘천시,중앙로,2019-03-17,0.015
춘천시,석사동,2019-03-17,0.014
원주시,중앙동,2019-03-17,0.013
원주시,반곡동,2019-03-17,0.010
원주시,문막읍,2019-03-17,0.015
강릉시,옥천동,2019-03-17,0.012
동해시,천곡동,2019-03-17,0.012
삼척시,남양동,2019-03-17,0.013
속초시,금호동,2019-03-17,0.010
태백시,황지동,2019-03-17,0.007
춘천시,중앙로,2019-03-18,0.021
춘천시,석사동,2019-03-18,0.023
원주시,중앙동,2019-03-18,0.020
원주시,반곡동,2019-03-18,0.018
원주시,문막읍,2019-03-18,0.023
강릉시,옥천동,2019-03-18,0.011
동해시,천곡동,2019-03-18,0.019
삼척시,남양동,2019-03-18,0.014
속초시,금호동,2019-03-18,0.014
태백시,황지동,2019-03-18,0.008
춘천시,중앙로,2019-03-19,0.031
춘천시,석사동,2019-03-19,0.030
원주시,중앙동,2019-03-19,0.028
원주시,반곡동,2019-03-19,0.026
원주시,문막읍,2019-03-19,0.028
강릉시,옥천동,2019-03-19,0.015
동해시,천곡동,2019-03-19,0.019
삼척시,남양동,2019-03-19,0.019
속초시,금호동,2019-03-19,0.010
태백시,황지동,2019-03-19,0.011
춘천시,중앙로,2019-03-20,0.032
춘천시,석사동,2019-03-20,0.032
원주시,중앙동,2019-03-20,0.026
원주시,반곡동,2019-03-20,0.025
원주시,문막읍,2019-03-20,0.028
강릉시,옥천동,2019-03-20,0.021
동해시,천곡동,2019-03-20,0.021
삼척시,남양동,2019-03-20,0.023
속초시,금호동,2019-03-20,0.012
태백시,황지동,2019-03-20,0.015
춘천시,중앙로,2019-03-21,0.012
춘천시,석사동,2019-03-21,0.013
원주시,중앙동,2019-03-21,0.011
원주시,반곡동,2019-03-21,0.007
원주시,문막읍,2019-03-21,0.016
강릉시,옥천동,2019-03-21,0.013
동해시,천곡동,2019-03-21,0.011
삼척시,남양동,2019-03-21,0.016
속초시,금호동,2019-03-21,0.006
태백시,황지동,2019-03-21,0.008
춘천시,중앙로,2019-03-22,0.011
춘천시,석사동,2019-03-22,0.012
원주시,중앙동,2019-03-22,0.013
원주시,반곡동,2019-03-22,0.008
원주시,문막읍,2019-03-22,0.019
강릉시,옥천동,2019-03-22,0.013
동해시,천곡동,2019-03-22,0.008
삼척시,남양동,2019-03-22,0.013
속초시,금호동,2019-03-22,0.008
태백시,황지동,2019-03-22,1.175
춘천시,중앙로,2019-03-23,0.015
춘천시,석사동,2019-03-23,0.015
원주시,중앙동,2019-03-23,0.018
원주시,반곡동,2019-03-23,0.014
원주시,문막읍,2019-03-23,0.014
