지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2022-08-01,0.007
춘천시,석사동,2022-08-01,0.007
춘천시,신사우동,2022-08-01,0.004
원주시,중앙동,2022-08-01,0.011
원주시,반곡동,2022-08-01,0.005
원주시,문막읍,2022-08-01,0.007
원주시,지정면,2022-08-01,0.006
강릉시,주문진읍,2022-08-01,0.009
강릉시,옥천동,2022-08-01,0.013
동해시,천곡동,2022-08-01,0.012
삼척시,남양동,2022-08-01,0.011
속초시,금호동,2022-08-01,0.008
태백시,황지동,2022-08-01,0.004
춘천시,중앙로,2022-08-02,0.007
춘천시,석사동,2022-08-02,0.006
춘천시,신사우동,2022-08-02,0.004
원주시,중앙동,2022-08-02,0.009
원주시,반곡동,2022-08-02,0.005
원주시,문막읍,2022-08-02,0.005
원주시,지정면,2022-08-02,0.004
강릉시,주문진읍,2022-08-02,0.008
강릉시,옥천동,2022-08-02,0.013
동해시,천곡동,2022-08-02,0.013
삼척시,남양동,2022-08-02,0.013
속초시,금호동,2022-08-02,0.008
태백시,황지동,2022-08-02,0.005
춘천시,중앙로,2022-08-03,0.006
춘천시,석사동,2022-08-03,0.006
춘천시,신사우동,2022-08-03,0.006
원주시,중앙동,2022-08-03,0.012
원주시,반곡동,2022-08-03,0.008
원주시,문막읍,2022-08-03,0.007
원주시,지정면,2022-08-03,0.005
강릉시,주문진읍,2022-08-03,0.007
강릉시,옥천동,2022-08-03,0.006
동해시,천곡동,2022-08-03,0.013
삼척시,남양동,2022-08-03,0.008
속초시,금호동,2022-08-03,0.007
태백시,황지동,2022-08-03,0.005
춘천시,중앙로,2022-08-04,0.006
춘천시,석사동,2022-08-04,0.006
춘천시,신사우동,2022-08-04,0.005
원주시,중앙동,2022-08-04,0.011
원주시,반곡동,2022-08-04,0.007
원주시,문막읍,2022-08-04,0.007
원주시,지정면,2022-08-04,0.005
강릉시,주문진읍,2022-08-04,0.007
강릉시,옥천동,2022-08-04,0.010
동해시,천곡동,2022-08-04,0.013
삼척시,남양동,2022-08-04,0.009
속초시,금호동,2022-08-04,0.009
태백시,황지동,2022-08-04,0.006
춘천시,중앙로,2022-08-05,0.006
춘천시,석사동,2022-08-05,0.007
춘천시,신사우동,2022-08-05,0.005
원주시,중앙동,2022-08-05,0.011
원주시,반곡동,2022-08-05,0.007
원주시,문막읍,2022-08-05,0.007
원주시,지정면,2022-08-05,0.006
강릉시,주문진읍,2022-08-05,0.008
강릉시,옥천동,2022-08-05,0.008
동해시,천곡동,2022-08-05,0.013
삼척시,남양동,2022-08-05,0.009
속초시,금호동,2022-08-05,0.009
태백시,황지동,2022-08-05,0.006
춘천시,중앙로,2022-08-06,0.009
춘천시,석사동,2022-08-06,0.007
춘천시,신사우동,2022-08-06,0.006
원주시,중앙동,2022-08-06,0.009
원주시,반곡동,2022-08-06,0.006
원주시,문막읍,2022-08-06,0.006
원주시,지정면,2022-08-06,0.005
강릉시,주문진읍,2022-08-06,0.009
강릉시,옥천동,2022-08-06,0.009
동해시,천곡동,2022-08-06,0.013
삼척시,남양동,2022-08-06,0.009
속초시,금호동,2022-08-06,0.008
태백시,황지동,2022-08-06,0.006
춘천시,중앙로,2022-08-07,0.005
춘천시,석사동,2022-08-07,0.006
춘천시,신사우동,2022-08-07,0.004
원주시,중앙동,2022-08-07,0.009
원주시,반곡동,2022-08-07,0.006
원주시,문막읍,2022-08-07,0.005
원주시,지정면,2022-08-07,0.005
강릉시,주문진읍,2022-08-07,0.006
강릉시,옥천동,2022-08-07,0.007
동해시,천곡동,2022-08-07,0.011
삼척시,남양동,2022-08-07,0.007
속초시,금호동,2022-08-07,0.007
태백시,황지동,2022-08-07,0.005
춘천시,중앙로,2022-08-08,0.008
춘천시,석사동,2022-08-08,0.006
춘천시,신사우동,2022-08-08,0.006
원주시,중앙동,2022-08-08,0.011
원주시,반곡동,2022-08-08,0.007
원주시,문막읍,2022-08-08,0.007
원주시,지정면,2022-08-08,0.005
강릉시,주문진읍,2022-08-08,0.008
강릉시,옥천동,2022-08-08,0.008
동해시,천곡동,2022-08-08,0.012
삼척시,남양동,2022-08-08,0.007
속초시,금호동,2022-08-08,0.009
태백시,황지동,2022-08-08,0.004
