지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2020-06-01,0.005
춘천시,석사동,2020-06-01,0.006
춘천시,신사우동,2020-06-01,0.004
원주시,중앙동,2020-06-01,0.009
원주시,반곡동,2020-06-01,0
원주시,문막읍,2020-06-01,0.007
강릉시,옥천동,2020-06-01,0.007
동해시,천곡동,2020-06-01,0.006
삼척시,남양동,2020-06-01,0.008
속초시,금호동,2020-06-01,0.005
태백시,황지동,2020-06-01,0.005
춘천시,중앙로,2020-06-02,0.012
춘천시,석사동,2020-06-02,0.013
춘천시,신사우동,2020-06-02,0.007
원주시,중앙동,2020-06-02,0.013
원주시,반곡동,2020-06-02,0.012
원주시,문막읍,2020-06-02,0.012
강릉시,옥천동,2020-06-02,0.010
동해시,천곡동,2020-06-02,0.009
삼척시,남양동,2020-06-02,0.009
속초시,금호동,2020-06-02,0.008
태백시,황지동,2020-06-02,0.005
춘천시,중앙로,2020-06-03,0.009
춘천시,석사동,2020-06-03,0.008
춘천시,신사우동,2020-06-03,0.006
원주시,중앙동,2020-06-03,0.010
원주시,반곡동,2020-06-03,0.007
원주시,문막읍,2020-06-03,0.008
강릉시,옥천동,2020-06-03,0.013
동해시,천곡동,2020-06-03,0.015
삼척시,남양동,2020-06-03,0.011
속초시,금호동,2020-06-03,0.008
태백시,황지동,2020-06-03,0.004
춘천시,중앙로,2020-06-04,0.008
춘천시,석사동,2020-06-04,0.009
춘천시,신사우동,2020-06-04,0.007
원주시,중앙동,2020-06-04,0.009
원주시,반곡동,2020-06-04,0.007
원주시,문막읍,2020-06-04,0.008
강릉시,옥천동,2020-06-04,0.009
동해시,천곡동,2020-06-04,0.009
삼척시,남양동,2020-06-04,0.008
속초시,금호동,2020-06-04,0.007
태백시,황지동,2020-06-04,0.005
춘천시,중앙로,2020-06-05,0.009
춘천시,석사동,2020-06-05,0.010
춘천시,신사우동,2020-06-05,0.006
원주시,중앙동,2020-06-05,0.011
원주시,반곡동,2020-06-05,0.010
원주시,문막읍,2020-06-05,0.008
강릉시,옥천동,2020-06-05,0.010
동해시,천곡동,2020-06-05,0.005
삼척시,남양동,2020-06-05,0.008
속초시,금호동,2020-06-05,0.004
태백시,황지동,2020-06-05,0.007
춘천시,중앙로,2020-06-06,0.006
춘천시,석사동,2020-06-06,0.008
춘천시,신사우동,2020-06-06,0.004
원주시,중앙동,2020-06-06,0.011
원주시,반곡동,2020-06-06,0.010
원주시,문막읍,2020-06-06,0.008
강릉시,옥천동,2020-06-06,0.010
동해시,천곡동,2020-06-06,0.013
삼척시,남양동,2020-06-06,0.009
속초시,금호동,2020-06-06,0.007
태백시,황지동,2020-06-06,0.005
춘천시,중앙로,2020-06-07,0.006
춘천시,석사동,2020-06-07,0.007
춘천시,신사우동,2020-06-07,0.004
원주시,중앙동,2020-06-07,0.009
원주시,반곡동,2020-06-07,0.009
원주시,문막읍,2020-06-07,0.006
강릉시,옥천동,2020-06-07,0.012
동해시,천곡동,2020-06-07,0.013
삼척시,남양동,2020-06-07,0.010
속초시,금호동,2020-06-07,0.005
태백시,황지동,2020-06-07,0.005
춘천시,중앙로,2020-06-08,0.009
춘천시,석사동,2020-06-08,0.010
춘천시,신사우동,2020-06-08,0.006
원주시,중앙동,2020-06-08,0.012
원주시,반곡동,2020-06-08,0.011
원주시,문막읍,2020-06-08,0.010
강릉시,옥천동,2020-06-08,0.018
동해시,천곡동,2020-06-08,0.022
삼척시,남양동,2020-06-08,0.023
속초시,금호동,2020-06-08,0.016
태백시,황지동,2020-06-08,0.007
춘천시,중앙로,2020-06-09,0.009
춘천시,석사동,2020-06-09,0.010
춘천시,신사우동,2020-06-09,0.006
원주시,중앙동,2020-06-09,0.014
원주시,반곡동,2020-06-09,0.013
원주시,문막읍,2020-06-09,0.011
강릉시,옥천동,2020-06-09,0.022
동해시,천곡동,2020-06-09,0.020
삼척시,남양동,2020-06-09,0.018
속초시,금호동,2020-06-09,0.016
태백시,황지동,2020-06-09,0.007
춘천시,중앙로,2020-06-10,0.009
춘천시,석사동,2020-06-10,0.010
춘천시,신사우동,2020-06-10,0.005
원주시,중앙동,2020-06-10,0.013
원주시,반곡동,2020-06-10,0.012
원주시,문막읍,2020-06-10,0.010
강릉시,옥천동,2020-06-10,0.016
동해시,천곡동,2020-06-10,0.014
삼척시,남양동,2020-06-10,0.018
속초시,금호동,2020-06-10,0.010
태백시,황지동,2020-06-10,0.009
춘천시,중앙로,2020-06-11,0.007
춘천시,석사동,2020-06-11,0.009
춘천시,신사우동,2020-06-11,0.005
원주시,중앙동,2020-06-11,0.010
원주시,반곡동,2020-06-11,0.009
원주시,문막읍,2020-06-11,0.009
강릉시,옥천동,2020-06-11,0.009
동해시,천곡동,2020-06-11,0.013
삼척시,남양동,2020-06-11,0.013
속초시,금호동,2020-06-11,0.009
태백시,황지동,2020-06-11,2.340
춘천시,중앙로,2020-06-12,0.009
춘천시,석사동,2020-06-12,0.013
춘천시,신사우동,2020-06-12,0.006
원주시,중앙동,2020-06-12,0.015
원주시,반곡동,2020-06-12,0.014
원주시,문막읍,2020-06-12,0.012
강릉시,옥천동,2020-06-12,0.015
동해시,천곡동,2020-06-12,0.016
삼척시,남양동,2020-06-12,0.016
속초시,금호동,2020-06-12,0.011
태백시,황지동,2020-06-12,0.006
