지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2023-12-01,0.013
춘천시,신사우동,2023-12-01,0.009
원주시,중앙동,2023-12-01,0.022
원주시,반곡동,2023-12-01,0.020
원주시,문막읍,2023-12-01,0.016
원주시,지정면,2023-12-01,0.016
강릉시,주문진읍,2023-12-01,0.005
강릉시,옥천동,2023-12-01,0.009
동해시,천곡동,2023-12-01,0.006
삼척시,남양동,2023-12-01,0.012
속초시,금호동,2023-12-01,0.008
태백시,황지동,2023-12-01,0.009
춘천시,중앙로,2023-12-02,0.021
춘천시,신사우동,2023-12-02,0.013
원주시,중앙동,2023-12-02,0.027
원주시,반곡동,2023-12-02,0.021
원주시,문막읍,2023-12-02,0.017
원주시,지정면,2023-12-02,0.017
강릉시,주문진읍,2023-12-02,0.007
강릉시,옥천동,2023-12-02,0.008
동해시,천곡동,2023-12-02,0.006
삼척시,남양동,2023-12-02,0.011
속초시,금호동,2023-12-02,0.006
태백시,황지동,2023-12-02,0.007
춘천시,중앙로,2023-12-03,0.021
춘천시,신사우동,2023-12-03,0.010
원주시,중앙동,2023-12-03,0.020
원주시,반곡동,2023-12-03,0.017
원주시,문막읍,2023-12-03,0.013
원주시,지정면,2023-12-03,0.013
강릉시,주문진읍,2023-12-03,0.006
강릉시,옥천동,2023-12-03,0.014
동해시,천곡동,2023-12-03,0.017
삼척시,남양동,2023-12-03,0.016
속초시,금호동,2023-12-03,0.014
태백시,황지동,2023-12-03,0.010
춘천시,중앙로,2023-12-04,0.028
춘천시,신사우동,2023-12-04,0.018
원주시,중앙동,2023-12-04,0.025
원주시,반곡동,2023-12-04,0.026
원주시,문막읍,2023-12-04,0.021
원주시,지정면,2023-12-04,0.019
강릉시,주문진읍,2023-12-04,0.008
강릉시,옥천동,2023-12-04,0.010
동해시,천곡동,2023-12-04,0.025
삼척시,남양동,2023-12-04,0.016
속초시,금호동,2023-12-04,0.018
태백시,황지동,2023-12-04,0.012
춘천시,중앙로,2023-12-05,0.033
춘천시,신사우동,2023-12-05,0.019
원주시,중앙동,2023-12-05,0.033
원주시,반곡동,2023-12-05,0.031
원주시,문막읍,2023-12-05,0.024
원주시,지정면,2023-12-05,0.024
강릉시,주문진읍,2023-12-05,0.010
강릉시,옥천동,2023-12-05,0.017
동해시,천곡동,2023-12-05,0.026
삼척시,남양동,2023-12-05,0.016
속초시,금호동,2023-12-05,0.023
태백시,황지동,2023-12-05,0.017
춘천시,중앙로,2023-12-06,0.030
춘천시,신사우동,2023-12-06,0.021
원주시,중앙동,2023-12-06,0.030
원주시,반곡동,2023-12-06,0.028
원주시,문막읍,2023-12-06,0.024
원주시,지정면,2023-12-06,0.026
강릉시,주문진읍,2023-12-06,0.012
강릉시,옥천동,2023-12-06,0.016
동해시,천곡동,2023-12-06,0.024
삼척시,남양동,2023-12-06,0.015
속초시,금호동,2023-12-06,0.017
태백시,황지동,2023-12-06,0.012
춘천시,중앙로,2023-12-07,0.015
춘천시,신사우동,2023-12-07,0.015
원주시,중앙동,2023-12-07,0.023
원주시,반곡동,2023-12-07,0.017
원주시,문막읍,2023-12-07,0.016
원주시,지정면,2023-12-07,0.016
강릉시,주문진읍,2023-12-07,0.007
강릉시,옥천동,2023-12-07,0.012
동해시,천곡동,2023-12-07,0.011
삼척시,남양동,2023-12-07,0.011
속초시,금호동,2023-12-07,0.007
태백시,황지동,2023-12-07,0.009
춘천시,중앙로,2023-12-08,0.017
춘천시,신사우동,2023-12-08,0.014
원주시,중앙동,2023-12-08,0.020
원주시,반곡동,2023-12-08,0.020
원주시,문막읍,2023-12-08,0.018
원주시,지정면,2023-12-08,0.016
강릉시,주문진읍,2023-12-08,0.010
강릉시,옥천동,2023-12-08,0.026
동해시,천곡동,2023-12-08,0.021
삼척시,남양동,2023-12-08,0.020
속초시,금호동,2023-12-08,0.012
태백시,황지동,2023-12-08,0.008
춘천시,중앙로,2023-12-09,0.016
춘천시,신사우동,2023-12-09,0.013
원주시,중앙동,2023-12-09,0.029
원주시,반곡동,2023-12-09,0.022
원주시,문막읍,2023-12-09,0.022
원주시,지정면,2023-12-09,0.019
강릉시,주문진읍,2023-12-09,0.011
강릉시,옥천동,2023-12-09,0.010
동해시,천곡동,2023-12-09,0.016
삼척시,남양동,2023-12-09,0.013
속초시,금호동,2023-12-09,0.011
태백시,황지동,2023-12-09,0.010
춘천시,중앙로,2023-12-10,0.010
춘천시,신사우동,2023-12-10,0.006
원주시,중앙동,2023-12-10,0.015
원주시,반곡동,2023-12-10,0.018
원주시,문막읍,2023-12-10,0.011
원주시,지정면,2023-12-10,0.011
강릉시,주문진읍,2023-12-10,0.005
강릉시,옥천동,2023-12-10,0.009
동해시,천곡동,2023-12-10,0.005
