지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-07-01,0.007
춘천시,석사동,2018-07-01,0.010
원주시,중앙동,2018-07-01,0.010
원주시,반곡동,2018-07-01,0.009
강릉시,옥천동,2018-07-01,0.002
동해시,천곡동,2018-07-01,0.015
삼척시,남양동,2018-07-01,0.012
춘천시,중앙로,2018-07-02,0.014
춘천시,석사동,2018-07-02,0.017
원주시,중앙동,2018-07-02,0.017
원주시,반곡동,2018-07-02,0.014
강릉시,옥천동,2018-07-02,0.010
동해시,천곡동,2018-07-02,0.027
삼척시,남양동,2018-07-02,0.025
춘천시,중앙로,2018-07-03,0.007
춘천시,석사동,2018-07-03,0.011
원주시,중앙동,2018-07-03,0.010
원주시,반곡동,2018-07-03,0.009
강릉시,옥천동,2018-07-03,0.007
동해시,천곡동,2018-07-03,0.009
삼척시,남양동,2018-07-03,0.006
춘천시,중앙로,2018-07-04,0.007
춘천시,석사동,2018-07-04,0.007
원주시,중앙동,2018-07-04,0.010
원주시,반곡동,2018-07-04,0.009
강릉시,옥천동,2018-07-04,0.005
동해시,천곡동,2018-07-04,0.003
삼척시,남양동,2018-07-04,0.006
춘천시,중앙로,2018-07-05,0.005
춘천시,석사동,2018-07-05,0.004
원주시,중앙동,2018-07-05,0.013
원주시,반곡동,2018-07-05,0.012
강릉시,옥천동,2018-07-05,0.007
동해시,천곡동,2018-07-05,0.003
삼척시,남양동,2018-07-05,0.005
춘천시,중앙로,2018-07-06,0.005
춘천시,석사동,2018-07-06,0.003
원주시,중앙동,2018-07-06,0.006
원주시,반곡동,2018-07-06,0.005
강릉시,옥천동,2018-07-06,0.006
동해시,천곡동,2018-07-06,0.002
삼척시,남양동,2018-07-06,0.003
춘천시,중앙로,2018-07-07,0.002
춘천시,석사동,2018-07-07,0.002
원주시,중앙동,2018-07-07,0.005
원주시,반곡동,2018-07-07,0.005
강릉시,옥천동,2018-07-07,0.004
동해시,천곡동,2018-07-07,0.002
삼척시,남양동,2018-07-07,0.004
춘천시,중앙로,2018-07-08,0.003
춘천시,석사동,2018-07-08,0.002
원주시,중앙동,2018-07-08,0.008
원주시,반곡동,2018-07-08,0.006
강릉시,옥천동,2018-07-08,0.003
동해시,천곡동,2018-07-08,0.006
삼척시,남양동,2018-07-08,0.010
춘천시,중앙로,2018-07-09,0.005
춘천시,석사동,2018-07-09,0.006
원주시,중앙동,2018-07-09,0.010
원주시,반곡동,2018-07-09,0.009
강릉시,옥천동,2018-07-09,0.009
동해시,천곡동,2018-07-09,0.013
삼척시,남양동,2018-07-09,0.016
춘천시,중앙로,2018-07-10,0.010
춘천시,석사동,2018-07-10,0.010
원주시,중앙동,2018-07-10,0.013
원주시,반곡동,2018-07-10,0.015
강릉시,옥천동,2018-07-10,0.010
동해시,천곡동,2018-07-10,0.008
삼척시,남양동,2018-07-10,0.011
춘천시,중앙로,2018-07-11,0.017
춘천시,석사동,2018-07-11,0.013
원주시,중앙동,2018-07-11,0.014
원주시,반곡동,2018-07-11,0.013
강릉시,옥천동,2018-07-11,0.011
동해시,천곡동,2018-07-11,0.012
삼척시,남양동,2018-07-11,0.013
춘천시,중앙로,2018-07-12,0.010
춘천시,석사동,2018-07-12,0.009
원주시,중앙동,2018-07-12,0.013
원주시,반곡동,2018-07-12,0.011
강릉시,옥천동,2018-07-12,0.012
동해시,천곡동,2018-07-12,0.017
삼척시,남양동,2018-07-12,0.013
춘천시,중앙로,2018-07-13,0.012
춘천시,석사동,2018-07-13,0.011
원주시,중앙동,2018-07-13,0.013
원주시,반곡동,2018-07-13,0.011
강릉시,옥천동,2018-07-13,0.009
동해시,천곡동,2018-07-13,0.013
삼척시,남양동,2018-07-13,0.011
춘천시,중앙로,2018-07-14,0.010
춘천시,석사동,2018-07-14,0.010
원주시,중앙동,2018-07-14,0.012
원주시,반곡동,2018-07-14,0.011
강릉시,옥천동,2018-07-14,0.011
동해시,천곡동,2018-07-14,0.018
삼척시,남양동,2018-07-14,0.013
춘천시,중앙로,2018-07-15,0.010
춘천시,석사동,2018-07-15,0.008
원주시,중앙동,2018-07-15,0.010
원주시,반곡동,2018-07-15,0.009
강릉시,옥천동,2018-07-15,0.011
동해시,천곡동,2018-07-15,0.017
삼척시,남양동,2018-07-15,0.011
춘천시,중앙로,2018-07-16,0.010
춘천시,석사동,2018-07-16,0.011
원주시,중앙동,2018-07-16,0.015
원주시,반곡동,2018-07-16,0.013
강릉시,옥천동,2018-07-16,0.014
동해시,천곡동,2018-07-16,0.017
삼척시,남양동,2018-07-16,0.013
춘천시,중앙로,2018-07-17,0.010
춘천시,석사동,2018-07-17,0.011
원주시,중앙동,2018-07-17,0.016
원주시,반곡동,2018-07-17,0.014
강릉시,옥천동,2018-07-17,0.012
동해시,천곡동,2018-07-17,0.017
삼척시,남양동,2018-07-17,0.011
춘천시,중앙로,2018-07-18,0.010
춘천시,석사동,2018-07-18,0.012
원주시,중앙동,2018-07-18,0.014
원주시,반곡동,2018-07-18,0.013
강릉시,옥천동,2018-07-18,0.015
동해시,천곡동,2018-07-18,0.011
삼척시,남양동,2018-07-18,0.011
춘천시,중앙로,2018-07-19,0.010
춘천시,석사동,2018-07-19,0.011
원주시,중앙동,2018-07-19,0.015
원주시,반곡동,2018-07-19,0.014
강릉시,옥천동,2018-07-19,0.021
동해시,천곡동,2018-07-19,0.021
삼척시,남양동,2018-07-19,0.016
춘천시,중앙로,2018-07-20,0.011
춘천시,석사동,2018-07-20,0.014
원주시,중앙동,2018-07-20,0.016
원주시,반곡동,2018-07-20,0.014
강릉시,옥천동,2018-07-20,0.019
동해시,천곡동,2018-07-20,0.024
삼척시,남양동,2018-07-20,0.013
춘천시,중앙로,2018-07-21,0.010
춘천시,석사동,2018-07-21,0.012
원주시,중앙동,2018-07-21,0.014
원주시,반곡동,2018-07-21,0.012
강릉시,옥천동,2018-07-21,0.016
동해시,천곡동,2018-07-21,0.018
삼척시,남양동,2018-07-21,0.017
춘천시,중앙로,2018-07-22,0.007
춘천시,석사동,2018-07-22,0.010
원주시,중앙동,2018-07-22,0.012
원주시,반곡동,2018-07-22,0.012
강릉시,옥천동,2018-07-22,0.014
동해시,천곡동,2018-07-22,0.019
삼척시,남양동,2018-07-22,0.012
춘천시,중앙로,2018-07-23,0.010
춘천시,석사동,2018-07-23,0.012
원주시,중앙동,2018-07-23,0.015
원주시,반곡동,2018-07-23,0.013
강릉시,옥천동,2018-07-23,0.016
동해시,천곡동,2018-07-23,0.015
삼척시,남양동,2018-07-23,0.010
춘천시,중앙로,2018-07-24,0.009
춘천시,석사동,2018-07-24,0.011
원주시,중앙동,2018-07-24,0.015
원주시,반곡동,2018-07-24,0.014
강릉시,옥천동,2018-07-24,0.016
동해시,천곡동,2018-07-24,0.023
삼척시,남양동,2018-07-24,0.011
춘천시,중앙로,2018-07-25,0.010
춘천시,석사동,2018-07-25,0.011
원주시,중앙동,2018-07-25,0.014
원주시,반곡동,2018-07-25,0.011
강릉시,옥천동,2018-07-25,0.015
동해시,천곡동,2018-07-25,0.021
삼척시,남양동,2018-07-25,0.015
춘천시,중앙로,2018-07-26,0.009
춘천시,석사동,2018-07-26,0.010
원주시,중앙동,2018-07-26,0.014
원주시,반곡동,2018-07-26,0.012
강릉시,옥천동,2018-07-26,0.015
동해시,천곡동,2018-07-26,0.018
삼척시,남양동,2018-07-26,0.013
춘천시,중앙로,2018-07-27,0.010
춘천시,석사동,2018-07-27,0.010
원주시,중앙동,2018-07-27,0.015
원주시,반곡동,2018-07-27,0.013
강릉시,옥천동,2018-07-27,0.014
동해시,천곡동,2018-07-27,0.019
삼척시,남양동,2018-07-27,0.012
춘천시,중앙로,2018-07-28,0.002
춘천시,석사동,2018-07-28,0.006
원주시,중앙동,2018-07-28,0.015
원주시,반곡동,2018-07-28,0.014
강릉시,옥천동,2018-07-28,0.009
동해시,천곡동,2018-07-28,0.004
삼척시,남양동,2018-07-28,0.007
춘천시,중앙로,2018-07-29,0.001
춘천시,석사동,2018-07-29,0.004
원주시,중앙동,2018-07-29,0.006
원주시,반곡동,2018-07-29,0.006
강릉시,옥천동,2018-07-29,0.005
동해시,천곡동,2018-07-29,0.003
삼척시,남양동,2018-07-29,0.005
춘천시,중앙로,2018-07-30,0.001
춘천시,석사동,2018-07-30,0.004
원주시,중앙동,2018-07-30,0.009
원주시,반곡동,2018-07-30,0.008
강릉시,옥천동,2018-07-30,0.007
동해시,천곡동,2018-07-30,0.004
삼척시,남양동,2018-07-30,0.005
춘천시,중앙로,2018-07-31,0.001
춘천시,석사동,2018-07-31,0.011
원주시,중앙동,2018-07-31,0.013
원주시,반곡동,2018-07-31,0.012
강릉시,옥천동,2018-07-31,0.013
동해시,천곡동,2018-07-31,0.012
삼척시,남양동,2018-07-31,0.010
