지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-02-01,0.020
춘천시,석사동,2018-02-01,0.032
원주시,중앙동,2018-02-01,0.027
원주시,반곡동,2018-02-01,0.031
강릉시,옥천동,2018-02-01,0.010
동해시,천곡동,2018-02-01,0.018
삼척시,남양동,2018-02-01,0.018
춘천시,중앙로,2018-02-02,0.026
춘천시,석사동,2018-02-02,0.036
원주시,중앙동,2018-02-02,0.031
원주시,반곡동,2018-02-02,0.035
강릉시,옥천동,2018-02-02,0.010
동해시,천곡동,2018-02-02,0.021
삼척시,남양동,2018-02-02,0.016
춘천시,중앙로,2018-02-03,0.008
춘천시,석사동,2018-02-03,0.018
원주시,중앙동,2018-02-03,0.022
원주시,반곡동,2018-02-03,0.021
강릉시,옥천동,2018-02-03,0.009
동해시,천곡동,2018-02-03,0.015
삼척시,남양동,2018-02-03,0.016
춘천시,중앙로,2018-02-04,0.006
춘천시,석사동,2018-02-04,0.017
원주시,중앙동,2018-02-04,0.020
원주시,반곡동,2018-02-04,0.016
강릉시,옥천동,2018-02-04,0.005
동해시,천곡동,2018-02-04,0.007
삼척시,남양동,2018-02-04,0.008
춘천시,중앙로,2018-02-05,0.008
춘천시,석사동,2018-02-05,0.018
원주시,중앙동,2018-02-05,0.021
원주시,반곡동,2018-02-05,0.019
강릉시,옥천동,2018-02-05,0.006
동해시,천곡동,2018-02-05,0.008
삼척시,남양동,2018-02-05,0.011
춘천시,중앙로,2018-02-06,0.010
춘천시,석사동,2018-02-06,0.021
원주시,중앙동,2018-02-06,0.022
원주시,반곡동,2018-02-06,0.021
강릉시,옥천동,2018-02-06,0.008
동해시,천곡동,2018-02-06,0.011
삼척시,남양동,2018-02-06,0.014
춘천시,중앙로,2018-02-07,0.029
춘천시,석사동,2018-02-07,0.034
원주시,중앙동,2018-02-07,0.028
원주시,반곡동,2018-02-07,0.031
강릉시,옥천동,2018-02-07,0.008
동해시,천곡동,2018-02-07,0.014
삼척시,남양동,2018-02-07,0.016
춘천시,중앙로,2018-02-08,0.038
춘천시,석사동,2018-02-08,0.043
원주시,중앙동,2018-02-08,0.033
원주시,반곡동,2018-02-08,0.041
강릉시,옥천동,2018-02-08,0.012
동해시,천곡동,2018-02-08,0.026
삼척시,남양동,2018-02-08,0.028
춘천시,중앙로,2018-02-09,0.050
춘천시,석사동,2018-02-09,0.055
원주시,중앙동,2018-02-09,0.040
원주시,반곡동,2018-02-09,0.055
강릉시,옥천동,2018-02-09,0.014
동해시,천곡동,2018-02-09,0.037
삼척시,남양동,2018-02-09,0.027
춘천시,중앙로,2018-02-10,0.020
춘천시,석사동,2018-02-10,0.030
원주시,중앙동,2018-02-10,0.026
원주시,반곡동,2018-02-10,0.034
강릉시,옥천동,2018-02-10,0.008
동해시,천곡동,2018-02-10,0.018
삼척시,남양동,2018-02-10,0.015
춘천시,중앙로,2018-02-11,0.005
춘천시,석사동,2018-02-11,0.010
원주시,중앙동,2018-02-11,0.015
