지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2020-08-01,0.008
춘천시,석사동,2020-08-01,0.007
춘천시,신사우동,2020-08-01,0.006
원주시,중앙동,2020-08-01,0.009
원주시,반곡동,2020-08-01,0.006
원주시,문막읍,2020-08-01,0.006
강릉시,옥천동,2020-08-01,0.010
동해시,천곡동,2020-08-01,0.014
삼척시,남양동,2020-08-01,0.011
속초시,금호동,2020-08-01,0.011
태백시,황지동,2020-08-01,0.003
춘천시,중앙로,2020-08-02,0.006
춘천시,석사동,2020-08-02,0.005
춘천시,신사우동,2020-08-02,0.004
원주시,중앙동,2020-08-02,0.009
원주시,반곡동,2020-08-02,0.006
원주시,문막읍,2020-08-02,0.006
강릉시,옥천동,2020-08-02,0.010
동해시,천곡동,2020-08-02,0.009
삼척시,남양동,2020-08-02,0.009
속초시,금호동,2020-08-02,0.007
태백시,황지동,2020-08-02,0.002
춘천시,중앙로,2020-08-03,0.007
춘천시,석사동,2020-08-03,0.004
춘천시,신사우동,2020-08-03,0.006
원주시,중앙동,2020-08-03,0.012
원주시,반곡동,2020-08-03,0.011
원주시,문막읍,2020-08-03,0.008
강릉시,옥천동,2020-08-03,0.010
동해시,천곡동,2020-08-03,0.007
삼척시,남양동,2020-08-03,0.008
속초시,금호동,2020-08-03,0.010
태백시,황지동,2020-08-03,0.002
춘천시,중앙로,2020-08-04,0.007
춘천시,석사동,2020-08-04,0.007
춘천시,신사우동,2020-08-04,0.005
원주시,중앙동,2020-08-04,0.010
원주시,반곡동,2020-08-04,0.006
원주시,문막읍,2020-08-04,0.006
강릉시,옥천동,2020-08-04,0.012
동해시,천곡동,2020-08-04,0.008
삼척시,남양동,2020-08-04,0.010
속초시,금호동,2020-08-04,0.010
태백시,황지동,2020-08-04,0.003
춘천시,중앙로,2020-08-05,0.007
춘천시,석사동,2020-08-05,0.005
춘천시,신사우동,2020-08-05,0.006
원주시,중앙동,2020-08-05,0.011
원주시,반곡동,2020-08-05,0.007
원주시,문막읍,2020-08-05,0.006
강릉시,옥천동,2020-08-05,0.016
동해시,천곡동,2020-08-05,0.017
삼척시,남양동,2020-08-05,0.013
속초시,금호동,2020-08-05,0.010
태백시,황지동,2020-08-05,0.003
춘천시,중앙로,2020-08-06,0.006
춘천시,석사동,2020-08-06,0.007
춘천시,신사우동,2020-08-06,0.005
원주시,중앙동,2020-08-06,0.009
원주시,반곡동,2020-08-06,0.007
원주시,문막읍,2020-08-06,0.006
강릉시,옥천동,2020-08-06,0.012
동해시,천곡동,2020-08-06,0.011
삼척시,남양동,2020-08-06,0.009
속초시,금호동,2020-08-06,0.007
태백시,황지동,2020-08-06,1.170
춘천시,중앙로,2020-08-07,0.008
춘천시,석사동,2020-08-07,0.008
춘천시,신사우동,2020-08-07,0.006
원주시,중앙동,2020-08-07,0.016
원주시,반곡동,2020-08-07,0.010
원주시,문막읍,2020-08-07,0.011
강릉시,옥천동,2020-08-07,0.015
동해시,천곡동,2020-08-07,0.017
삼척시,남양동,2020-08-07,0.013
속초시,금호동,2020-08-07,0.014
태백시,황지동,2020-08-07,0.009
춘천시,중앙로,2020-08-08,0.003
춘천시,석사동,2020-08-08,0.002
춘천시,신사우동,2020-08-08,0.002
원주시,중앙동,2020-08-08,0.010
원주시,반곡동,2020-08-08,0.009
원주시,문막읍,2020-08-08,0.008
강릉시,옥천동,2020-08-08,0.012
동해시,천곡동,2020-08-08,0.010
삼척시,남양동,2020-08-08,0.010
속초시,금호동,2020-08-08,0.006
태백시,황지동,2020-08-08,0.010
춘천시,중앙로,2020-08-09,0.001
춘천시,석사동,2020-08-09,0.005
춘천시,신사우동,2020-08-09,0.004
원주시,중앙동,2020-08-09,0.008
원주시,반곡동,2020-08-09,0.006
원주시,문막읍,2020-08-09,0.005
강릉시,옥천동,2020-08-09,0.014
동해시,천곡동,2020-08-09,0.012
삼척시,남양동,2020-08-09,0.010
속초시,금호동,2020-08-09,0.007
태백시,황지동,2020-08-09,0.005
춘천시,중앙로,2020-08-10,0.001
춘천시,석사동,2020-08-10,0.005
춘천시,신사우동,2020-08-10,0.005
원주시,중앙동,2020-08-10,0.011
원주시,반곡동,2020-08-10,0.008
원주시,문막읍,2020-08-10,0.008
강릉시,옥천동,2020-08-10,0.012
동해시,천곡동,2020-08-10,0.010
삼척시,남양동,2020-08-10,0.010
속초시,금호동,2020-08-10,0.006
태백시,황지동,2020-08-10,0.007
춘천시,중앙로,2020-08-11,0
춘천시,석사동,2020-08-11,0.006
춘천시,신사우동,2020-08-11,0.005
원주시,중앙동,2020-08-11,0.013
원주시,반곡동,2020-08-11,0.009
원주시,문막읍,2020-08-11,0.008
