지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-12-01,0.038
춘천시,석사동,2018-12-01,0.031
원주시,중앙동,2018-12-01,0.028
원주시,반곡동,2018-12-01,0.029
원주시,문막읍,2018-12-01,0.025
강릉시,옥천동,2018-12-01,0.024
동해시,천곡동,2018-12-01,0.024
삼척시,남양동,2018-12-01,0.020
속초시,금호동,2018-12-01,0
춘천시,중앙로,2018-12-02,0.035
춘천시,석사동,2018-12-02,0.025
원주시,중앙동,2018-12-02,0.028
원주시,반곡동,2018-12-02,0.031
원주시,문막읍,2018-12-02,0.024
강릉시,옥천동,2018-12-02,0.028
동해시,천곡동,2018-12-02,0.035
삼척시,남양동,2018-12-02,0.022
속초시,금호동,2018-12-02,0
춘천시,중앙로,2018-12-03,0.040
춘천시,석사동,2018-12-03,0.025
원주시,중앙동,2018-12-03,0.033
원주시,반곡동,2018-12-03,0.038
원주시,문막읍,2018-12-03,0.027
강릉시,옥천동,2018-12-03,0.030
동해시,천곡동,2018-12-03,0.039
삼척시,남양동,2018-12-03,0.025
속초시,금호동,2018-12-03,0
춘천시,중앙로,2018-12-04,0.027
춘천시,석사동,2018-12-04,0.022
원주시,중앙동,2018-12-04,0.025
원주시,반곡동,2018-12-04,0.026
원주시,문막읍,2018-12-04,0.021
강릉시,옥천동,2018-12-04,0.017
동해시,천곡동,2018-12-04,0.010
삼척시,남양동,2018-12-04,0.018
속초시,금호동,2018-12-04,0
춘천시,중앙로,2018-12-05,0.017
춘천시,석사동,2018-12-05,0.022
원주시,중앙동,2018-12-05,0.019
원주시,반곡동,2018-12-05,0.017
원주시,문막읍,2018-12-05,0.015
강릉시,옥천동,2018-12-05,0.015
동해시,천곡동,2018-12-05,0.011
삼척시,남양동,2018-12-05,0.016
속초시,금호동,2018-12-05,0
춘천시,중앙로,2018-12-06,0.014
춘천시,석사동,2018-12-06,0.018
원주시,중앙동,2018-12-06,0.018
원주시,반곡동,2018-12-06,0.016
원주시,문막읍,2018-12-06,0.018
강릉시,옥천동,2018-12-06,0.012
동해시,천곡동,2018-12-06,0.015
삼척시,남양동,2018-12-06,0.016
속초시,금호동,2018-12-06,0
춘천시,중앙로,2018-12-07,0.005
춘천시,석사동,2018-12-07,0.009
원주시,중앙동,2018-12-07,0.008
원주시,반곡동,2018-12-07,0.004
원주시,문막읍,2018-12-07,0.008
강릉시,옥천동,2018-12-07,0.007
동해시,천곡동,2018-12-07,0.005
삼척시,남양동,2018-12-07,0.009
속초시,금호동,2018-12-07,0
춘천시,중앙로,2018-12-08,0.008
춘천시,석사동,2018-12-08,0.012
원주시,중앙동,2018-12-08,0.011
원주시,반곡동,2018-12-08,0.006
원주시,문막읍,2018-12-08,0.011
강릉시,옥천동,2018-12-08,0.008
동해시,천곡동,2018-12-08,0.009
삼척시,남양동,2018-12-08,0.013
속초시,금호동,2018-12-08,0
춘천시,중앙로,2018-12-09,0.017
춘천시,석사동,2018-12-09,0.018
원주시,중앙동,2018-12-09,0.014
원주시,반곡동,2018-12-09,0.013
원주시,문막읍,2018-12-09,0.011
강릉시,옥천동,2018-12-09,0.012
동해시,천곡동,2018-12-09,0.020
삼척시,남양동,2018-12-09,0.017
속초시,금호동,2018-12-09,0
춘천시,중앙로,2018-12-10,0.038
춘천시,석사동,2018-12-10,0.027
원주시,중앙동,2018-12-10,0.025
원주시,반곡동,2018-12-10,0.024
원주시,문막읍,2018-12-10,0.021
강릉시,옥천동,2018-12-10,0.017
동해시,천곡동,2018-12-10,0.027
삼척시,남양동,2018-12-10,0.017
속초시,금호동,2018-12-10,0
춘천시,중앙로,2018-12-11,0.038
춘천시,석사동,2018-12-11,0.026
원주시,중앙동,2018-12-11,0.030
원주시,반곡동,2018-12-11,0.032
원주시,문막읍,2018-12-11,0.024
강릉시,옥천동,2018-12-11,0.022
동해시,천곡동,2018-12-11,0.027
삼척시,남양동,2018-12-11,0.023
속초시,금호동,2018-12-11,0
춘천시,중앙로,2018-12-12,0.029
춘천시,석사동,2018-12-12,0.025
원주시,중앙동,2018-12-12,0.027
원주시,반곡동,2018-12-12,0.027
원주시,문막읍,2018-12-12,0.024
강릉시,옥천동,2018-12-12,0.019
동해시,천곡동,2018-12-12,0.013
삼척시,남양동,2018-12-12,0.020
속초시,금호동,2018-12-12,0
춘천시,중앙로,2018-12-13,0.023
춘천시,석사동,2018-12-13,0.024
원주시,중앙동,2018-12-13,0.026
원주시,반곡동,2018-12-13,0.025
원주시,문막읍,2018-12-13,0.026
강릉시,옥천동,2018-12-13,0.015
동해시,천곡동,2018-12-13,0.018
삼척시,남양동,2018-12-13,0.021
속초시,금호동,2018-12-13,0
춘천시,중앙로,2018-12-14,0.032
춘천시,석사동,2018-12-14,0.025
원주시,중앙동,2018-12-14,0.025
원주시,반곡동,2018-12-14,0.024
원주시,문막읍,2018-12-14,0.024
강릉시,옥천동,2018-12-14,0.016
동해시,천곡동,2018-12-14,0.019
삼척시,남양동,2018-12-14,0.018
속초시,금호동,2018-12-14,0
춘천시,중앙로,2018-12-15,0.036
춘천시,석사동,2018-12-15,0.028
원주시,중앙동,2018-12-15,0.031
원주시,반곡동,2018-12-15,0.030
원주시,문막읍,2018-12-15,0.029
강릉시,옥천동,2018-12-15,0.017
동해시,천곡동,2018-12-15,0.035
삼척시,남양동,2018-12-15,0.020
속초시,금호동,2018-12-15,0
춘천시,중앙로,2018-12-16,0.034
춘천시,석사동,2018-12-16,0.031
원주시,중앙동,2018-12-16,0.030
원주시,반곡동,2018-12-16,0.031
원주시,문막읍,2018-12-16,0.029
강릉시,옥천동,2018-12-16,0.012
동해시,천곡동,2018-12-16,0.024
삼척시,남양동,2018-12-16,0.025
속초시,금호동,2018-12-16,0
춘천시,중앙로,2018-12-17,0.036
춘천시,석사동,2018-12-17,0.031
원주시,중앙동,2018-12-17,0.034
원주시,반곡동,2018-12-17,0.032
원주시,문막읍,2018-12-17,0.025
강릉시,옥천동,2018-12-17,0.015
동해시,천곡동,2018-12-17,0.014
삼척시,남양동,2018-12-17,0.025
속초시,금호동,2018-12-17,0
춘천시,중앙로,2018-12-18,0.035
춘천시,석사동,2018-12-18,0.033
원주시,중앙동,2018-12-18,0.031
원주시,반곡동,2018-12-18,0.032
원주시,문막읍,2018-12-18,0.025
강릉시,옥천동,2018-12-18,0.014
동해시,천곡동,2018-12-18,0.016
삼척시,남양동,2018-12-18,0.021
속초시,금호동,2018-12-18,0.014
춘천시,중앙로,2018-12-19,0.037
춘천시,석사동,2018-12-19,0.038
원주시,중앙동,2018-12-19,0.033
원주시,반곡동,2018-12-19,0.037
원주시,문막읍,2018-12-19,0.029
강릉시,옥천동,2018-12-19,0.015
동해시,천곡동,2018-12-19,0.015
삼척시,남양동,2018-12-19,0.024
속초시,금호동,2018-12-19,0.009
춘천시,중앙로,2018-12-20,0.046
춘천시,석사동,2018-12-20,0.039
원주시,중앙동,2018-12-20,0.038
원주시,반곡동,2018-12-20,0.039
원주시,문막읍,2018-12-20,0.029
강릉시,옥천동,2018-12-20,0.028
동해시,천곡동,2018-12-20,0.035
삼척시,남양동,2018-12-20,0.026
속초시,금호동,2018-12-20,0.019
춘천시,중앙로,2018-12-21,0.047
춘천시,석사동,2018-12-21,0.044
원주시,중앙동,2018-12-21,0.042
원주시,반곡동,2018-12-21,0.044
원주시,문막읍,2018-12-21,0.032
강릉시,옥천동,2018-12-21,0.030
동해시,천곡동,2018-12-21,0.037
삼척시,남양동,2018-12-21,0.029
속초시,금호동,2018-12-21,0.023
춘천시,중앙로,2018-12-22,0.045
춘천시,석사동,2018-12-22,0.047
원주시,중앙동,2018-12-22,0.040
원주시,반곡동,2018-12-22,0.043
원주시,문막읍,2018-12-22,0.031
강릉시,옥천동,2018-12-22,0.024
동해시,천곡동,2018-12-22,0.022
삼척시,남양동,2018-12-22,0.025
속초시,금호동,2018-12-22,0.021
춘천시,중앙로,2018-12-23,0.021
춘천시,석사동,2018-12-23,0.026
원주시,중앙동,2018-12-23,0.023
원주시,반곡동,2018-12-23,0.026
원주시,문막읍,2018-12-23,0.020
강릉시,옥천동,2018-12-23,0.014
동해시,천곡동,2018-12-23,0.019
삼척시,남양동,2018-12-23,0.016
속초시,금호동,2018-12-23,0.010
춘천시,중앙로,2018-12-24,0.023
춘천시,석사동,2018-12-24,0.026
원주시,중앙동,2018-12-24,0.025
