지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2021-04-01,0.008
춘천시,석사동,2021-04-01,0.010
춘천시,신사우동,2021-04-01,0.003
원주시,중앙동,2021-04-01,0.013
원주시,반곡동,2021-04-01,0.012
원주시,문막읍,2021-04-01,0.015
강릉시,옥천동,2021-04-01,0.014
동해시,천곡동,2021-04-01,0.017
삼척시,남양동,2021-04-01,0.011
속초시,금호동,2021-04-01,0.005
태백시,황지동,2021-04-01,0.009
춘천시,중앙로,2021-04-02,0.008
춘천시,석사동,2021-04-02,0.006
춘천시,신사우동,2021-04-02,0.004
원주시,중앙동,2021-04-02,0.011
원주시,반곡동,2021-04-02,0.010
원주시,문막읍,2021-04-02,0.014
강릉시,옥천동,2021-04-02,0.012
동해시,천곡동,2021-04-02,0.011
삼척시,남양동,2021-04-02,0.009
속초시,금호동,2021-04-02,0.008
태백시,황지동,2021-04-02,0.008
춘천시,중앙로,2021-04-03,0.009
춘천시,석사동,2021-04-03,0.007
춘천시,신사우동,2021-04-03,0.005
원주시,중앙동,2021-04-03,0.013
원주시,반곡동,2021-04-03,0.010
원주시,문막읍,2021-04-03,0.015
강릉시,옥천동,2021-04-03,0.012
동해시,천곡동,2021-04-03,0.011
삼척시,남양동,2021-04-03,0.011
속초시,금호동,2021-04-03,0.005
태백시,황지동,2021-04-03,0.008
춘천시,중앙로,2021-04-04,0.004
춘천시,석사동,2021-04-04,0.001
춘천시,신사우동,2021-04-04,0.002
원주시,중앙동,2021-04-04,0.006
원주시,반곡동,2021-04-04,0.005
원주시,문막읍,2021-04-04,0.006
강릉시,옥천동,2021-04-04,0.007
동해시,천곡동,2021-04-04,0.003
삼척시,남양동,2021-04-04,0.004
속초시,금호동,2021-04-04,0.004
태백시,황지동,2021-04-04,0.003
춘천시,중앙로,2021-04-05,0.008
춘천시,석사동,2021-04-05,0.011
춘천시,신사우동,2021-04-05,0.005
원주시,중앙동,2021-04-05,0.013
원주시,반곡동,2021-04-05,0.010
원주시,문막읍,2021-04-05,0.011
강릉시,옥천동,2021-04-05,0.011
동해시,천곡동,2021-04-05,0.009
삼척시,남양동,2021-04-05,0.008
속초시,금호동,2021-04-05,0.010
태백시,황지동,2021-04-05,0.008
춘천시,중앙로,2021-04-06,0.010
춘천시,석사동,2021-04-06,0.011
춘천시,신사우동,2021-04-06,0.007
원주시,중앙동,2021-04-06,0.013
원주시,반곡동,2021-04-06,0.018
원주시,문막읍,2021-04-06,0.014
강릉시,옥천동,2021-04-06,0.017
동해시,천곡동,2021-04-06,0.022
삼척시,남양동,2021-04-06,0.021
속초시,금호동,2021-04-06,0.011
태백시,황지동,2021-04-06,1.176
춘천시,중앙로,2021-04-07,0.010
춘천시,석사동,2021-04-07,0.011
춘천시,신사우동,2021-04-07,0.007
원주시,중앙동,2021-04-07,0.007
