지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2019-10-01,0.012
춘천시,석사동,2019-10-01,0.015
원주시,중앙동,2019-10-01,0.017
원주시,반곡동,2019-10-01,0.016
원주시,문막읍,2019-10-01,0.014
강릉시,옥천동,2019-10-01,0.015
동해시,천곡동,2019-10-01,0.025
삼척시,남양동,2019-10-01,0.014
속초시,금호동,2019-10-01,0.010
태백시,황지동,2019-10-01,0.010
춘천시,중앙로,2019-10-02,0.010
춘천시,석사동,2019-10-02,0.010
원주시,중앙동,2019-10-02,0.009
원주시,반곡동,2019-10-02,0.010
원주시,문막읍,2019-10-02,0.010
강릉시,옥천동,2019-10-02,0.012
동해시,천곡동,2019-10-02,0.014
삼척시,남양동,2019-10-02,0.009
속초시,금호동,2019-10-02,0.008
태백시,황지동,2019-10-02,0.009
춘천시,중앙로,2019-10-03,0.006
춘천시,석사동,2019-10-03,0.005
원주시,중앙동,2019-10-03,0.007
원주시,반곡동,2019-10-03,0.008
원주시,문막읍,2019-10-03,0.005
강릉시,옥천동,2019-10-03,0.001
동해시,천곡동,2019-10-03,0.004
삼척시,남양동,2019-10-03,0.004
속초시,금호동,2019-10-03,0.004
태백시,황지동,2019-10-03,0.004
춘천시,중앙로,2019-10-04,0.009
춘천시,석사동,2019-10-04,0.010
원주시,중앙동,2019-10-04,0.010
원주시,반곡동,2019-10-04,0.011
원주시,문막읍,2019-10-04,0.009
강릉시,옥천동,2019-10-04,0.011
동해시,천곡동,2019-10-04,0.014
삼척시,남양동,2019-10-04,0.009
속초시,금호동,2019-10-04,0.010
태백시,황지동,2019-10-04,0.008
춘천시,중앙로,2019-10-05,0.008
춘천시,석사동,2019-10-05,0.006
원주시,중앙동,2019-10-05,0.006
원주시,반곡동,2019-10-05,0.006
원주시,문막읍,2019-10-05,0.009
강릉시,옥천동,2019-10-05,0.006
동해시,천곡동,2019-10-05,0.008
삼척시,남양동,2019-10-05,0.007
속초시,금호동,2019-10-05,0.005
태백시,황지동,2019-10-05,0.007
춘천시,중앙로,2019-10-06,0.006
춘천시,석사동,2019-10-06,0.007
원주시,중앙동,2019-10-06,0.006
원주시,반곡동,2019-10-06,0.006
원주시,문막읍,2019-10-06,0.009
강릉시,옥천동,2019-10-06,0.007
동해시,천곡동,2019-10-06,0.013
삼척시,남양동,2019-10-06,0.012
속초시,금호동,2019-10-06,0.008
태백시,황지동,2019-10-06,0.007
춘천시,중앙로,2019-10-07,0.010
춘천시,석사동,2019-10-07,0.011
원주시,중앙동,2019-10-07,0.012
원주시,반곡동,2019-10-07,0.012
원주시,문막읍,2019-10-07,0.013
강릉시,옥천동,2019-10-07,0.013
동해시,천곡동,2019-10-07,0.021
삼척시,남양동,2019-10-07,0.012
속초시,금호동,2019-10-07,0.011
태백시,황지동,2019-10-07,0.008
춘천시,중앙로,2019-10-08,0.012
춘천시,석사동,2019-10-08,0.010
원주시,중앙동,2019-10-08,0.013
원주시,반곡동,2019-10-08,0.013
원주시,문막읍,2019-10-08,0.015
강릉시,옥천동,2019-10-08,0.008
동해시,천곡동,2019-10-08,0.009
삼척시,남양동,2019-10-08,0.010
속초시,금호동,2019-10-08,0.005
태백시,황지동,2019-10-08,0.009
춘천시,중앙로,2019-10-09,0.015
춘천시,석사동,2019-10-09,0.012
원주시,중앙동,2019-10-09,0.013
원주시,반곡동,2019-10-09,0.012
원주시,문막읍,2019-10-09,0.011
강릉시,옥천동,2019-10-09,0.008
동해시,천곡동,2019-10-09,0.015
삼척시,남양동,2019-10-09,0.008
속초시,금호동,2019-10-09,0.011
태백시,황지동,2019-10-09,0.008
춘천시,중앙로,2019-10-10,0.016
춘천시,석사동,2019-10-10,0.014
원주시,중앙동,2019-10-10,0.019
원주시,반곡동,2019-10-10,0.018
원주시,문막읍,2019-10-10,0.016
강릉시,옥천동,2019-10-10,0.015
동해시,천곡동,2019-10-10,0.027
삼척시,남양동,2019-10-10,0.013
속초시,금호동,2019-10-10,0.019
태백시,황지동,2019-10-10,0.014
춘천시,중앙로,2019-10-11,0.010
춘천시,석사동,2019-10-11,0.007
원주시,중앙동,2019-10-11,0.009
원주시,반곡동,2019-10-11,0.011
원주시,문막읍,2019-10-11,0.010
강릉시,옥천동,2019-10-11,0.006
동해시,천곡동,2019-10-11,0.012
삼척시,남양동,2019-10-11,0.007
속초시,금호동,2019-10-11,0.009
태백시,황지동,2019-10-11,0.012
춘천시,중앙로,2019-10-12,0.006
춘천시,석사동,2019-10-12,0.004
원주시,중앙동,2019-10-12,0.003
원주시,반곡동,2019-10-12,0.004
원주시,문막읍,2019-10-12,0.008
강릉시,옥천동,2019-10-12,0.004
동해시,천곡동,2019-10-12,0.003
삼척시,남양동,2019-10-12,0.001
속초시,금호동,2019-10-12,0.004
태백시,황지동,2019-10-12,0.006
춘천시,중앙로,2019-10-13,0.009
춘천시,석사동,2019-10-13,0.009
원주시,중앙동,2019-10-13,0.010
원주시,반곡동,2019-10-13,0.010
원주시,문막읍,2019-10-13,0.008
강릉시,옥천동,2019-10-13,0.005
동해시,천곡동,2019-10-13,0.012
삼척시,남양동,2019-10-13,0.005
속초시,금호동,2019-10-13,0.006
태백시,황지동,2019-10-13,0.008
춘천시,중앙로,2019-10-14,0.013
춘천시,석사동,2019-10-14,0.014
원주시,중앙동,2019-10-14,0.015
원주시,반곡동,2019-10-14,0.014
원주시,문막읍,2019-10-14,0.014
강릉시,옥천동,2019-10-14,0.009
동해시,천곡동,2019-10-14,0.013
삼척시,남양동,2019-10-14,0.005
속초시,금호동,2019-10-14,0.009
태백시,황지동,2019-10-14,1.175
춘천시,중앙로,2019-10-15,0.010
춘천시,석사동,2019-10-15,0.010
원주시,중앙동,2019-10-15,0.012
원주시,반곡동,2019-10-15,0.013
원주시,문막읍,2019-10-15,0.013
강릉시,옥천동,2019-10-15,0.010
동해시,천곡동,2019-10-15,0.014
삼척시,남양동,2019-10-15,0.009
속초시,금호동,2019-10-15,0.010
태백시,황지동,2019-10-15,0.009
춘천시,중앙로,2019-10-16,0.014
춘천시,석사동,2019-10-16,0.015
원주시,중앙동,2019-10-16,0.007
원주시,반곡동,2019-10-16,0.012
원주시,문막읍,2019-10-16,0.014
강릉시,옥천동,2019-10-16,0.011
동해시,천곡동,2019-10-16,0.021
삼척시,남양동,2019-10-16,0.007
속초시,금호동,2019-10-16,0.017
태백시,황지동,2019-10-16,0.009
춘천시,중앙로,2019-10-17,0.015
춘천시,석사동,2019-10-17,0.018
원주시,중앙동,2019-10-17,0.013
원주시,반곡동,2019-10-17,0.018
원주시,문막읍,2019-10-17,0.015
강릉시,옥천동,2019-10-17,0.012
동해시,천곡동,2019-10-17,0.022
삼척시,남양동,2019-10-17,0.009
속초시,금호동,2019-10-17,0.017
태백시,황지동,2019-10-17,0.011
춘천시,중앙로,2019-10-18,0.014
춘천시,석사동,2019-10-18,0.010
원주시,중앙동,2019-10-18,0.010
원주시,반곡동,2019-10-18,0.015
원주시,문막읍,2019-10-18,0.017
강릉시,옥천동,2019-10-18,0.019
동해시,천곡동,2019-10-18,0.016
삼척시,남양동,2019-10-18,0.008
속초시,금호동,2019-10-18,0.014
태백시,황지동,2019-10-18,0.010
춘천시,중앙로,2019-10-19,0.012
춘천시,석사동,2019-10-19,0.013
원주시,중앙동,2019-10-19,0.007
원주시,반곡동,2019-10-19,0.015
원주시,문막읍,2019-10-19,0.010
강릉시,옥천동,2019-10-19,0.007
동해시,천곡동,2019-10-19,0.011
삼척시,남양동,2019-10-19,0.008
속초시,금호동,2019-10-19,0.010
태백시,황지동,2019-10-19,0.009
춘천시,중앙로,2019-10-20,0.011
춘천시,석사동,2019-10-20,0.013
원주시,중앙동,2019-10-20,0.007
원주시,반곡동,2019-10-20,0.015
원주시,문막읍,2019-10-20,0.012
강릉시,옥천동,2019-10-20,0.009
동해시,천곡동,2019-10-20,0.021
삼척시,남양동,2019-10-20,0.005
속초시,금호동,2019-10-20,0.016
태백시,황지동,2019-10-20,0.007
