지역,측정소명,날짜,이산화질소 농도
춘천시,중앙로,2018-06-01,0.012
춘천시,석사동,2018-06-01,0.015
원주시,중앙동,2018-06-01,0.020
원주시,반곡동,2018-06-01,0.018
강릉시,옥천동,2018-06-01,0.015
동해시,천곡동,2018-06-01,0.021
삼척시,남양동,2018-06-01,0.013
춘천시,중앙로,2018-06-02,0.011
춘천시,석사동,2018-06-02,0.012
원주시,중앙동,2018-06-02,0.020
원주시,반곡동,2018-06-02,0.020
강릉시,옥천동,2018-06-02,0.019
동해시,천곡동,2018-06-02,0.025
삼척시,남양동,2018-06-02,0.016
춘천시,중앙로,2018-06-03,0.008
춘천시,석사동,2018-06-03,0.012
원주시,중앙동,2018-06-03,0.016
원주시,반곡동,2018-06-03,0.015
강릉시,옥천동,2018-06-03,0.014
동해시,천곡동,2018-06-03,0.018
삼척시,남양동,2018-06-03,0.016
춘천시,중앙로,2018-06-04,0.016
춘천시,석사동,2018-06-04,0.017
원주시,중앙동,2018-06-04,0.019
원주시,반곡동,2018-06-04,0.018
강릉시,옥천동,2018-06-04,0.020
동해시,천곡동,2018-06-04,0.022
삼척시,남양동,2018-06-04,0.017
춘천시,중앙로,2018-06-05,0.014
춘천시,석사동,2018-06-05,0.015
원주시,중앙동,2018-06-05,0.017
원주시,반곡동,2018-06-05,0.014
강릉시,옥천동,2018-06-05,0.017
동해시,천곡동,2018-06-05,0.021
삼척시,남양동,2018-06-05,0.020
춘천시,중앙로,2018-06-06,0.012
춘천시,석사동,2018-06-06,0.013
원주시,중앙동,2018-06-06,0.015
원주시,반곡동,2018-06-06,0.014
강릉시,옥천동,2018-06-06,0.021
동해시,천곡동,2018-06-06,0.023
삼척시,남양동,2018-06-06,0.015
춘천시,중앙로,2018-06-07,0.014
춘천시,석사동,2018-06-07,0.015
원주시,중앙동,2018-06-07,0.019
원주시,반곡동,2018-06-07,0.017
강릉시,옥천동,2018-06-07,0.027
동해시,천곡동,2018-06-07,0.026
삼척시,남양동,2018-06-07,0.021
춘천시,중앙로,2018-06-08,0.014
춘천시,석사동,2018-06-08,0.014
원주시,중앙동,2018-06-08,0.018
원주시,반곡동,2018-06-08,0.015
강릉시,옥천동,2018-06-08,0.014
동해시,천곡동,2018-06-08,0.011
삼척시,남양동,2018-06-08,0.016
춘천시,중앙로,2018-06-09,0.006
춘천시,석사동,2018-06-09,0.004
원주시,중앙동,2018-06-09,0.013
원주시,반곡동,2018-06-09,0.012
강릉시,옥천동,2018-06-09,0.010
동해시,천곡동,2018-06-09,0.004
삼척시,남양동,2018-06-09,0.005
춘천시,중앙로,2018-06-10,0.004
춘천시,석사동,2018-06-10,0.002
원주시,중앙동,2018-06-10,0.010
원주시,반곡동,2018-06-10,0.009
강릉시,옥천동,2018-06-10,0.009
동해시,천곡동,2018-06-10,0.004
삼척시,남양동,2018-06-10,0.005
춘천시,중앙로,2018-06-11,0.008
춘천시,석사동,2018-06-11,0.002
원주시,중앙동,2018-06-11,0.011
원주시,반곡동,2018-06-11,0.010
강릉시,옥천동,2018-06-11,0.012
동해시,천곡동,2018-06-11,0.004
삼척시,남양동,2018-06-11,0.007
춘천시,중앙로,2018-06-12,0.006
춘천시,석사동,2018-06-12,0.005
원주시,중앙동,2018-06-12,0.012
원주시,반곡동,2018-06-12,0.011
강릉시,옥천동,2018-06-12,0.008
동해시,천곡동,2018-06-12,0.008
삼척시,남양동,2018-06-12,0.008
춘천시,중앙로,2018-06-13,0.007
춘천시,석사동,2018-06-13,0.006
원주시,중앙동,2018-06-13,0.014
원주시,반곡동,2018-06-13,0.013
강릉시,옥천동,2018-06-13,0.008
동해시,천곡동,2018-06-13,0.005
삼척시,남양동,2018-06-13,0.007
