ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±Õ Àü¿î·®(1/10),Æò±Õ ÁßÇÏÃþ¿î·®(1/10)
105,°­¸ª,2019-05-07,17.8,0.1,0.1
105,°­¸ª,2019-05-08,20.7,5.3,0.3
105,°­¸ª,2019-05-09,22.3,4.4,0.1
105,°­¸ª,2019-05-10,21.3,2.9,0.0
105,°­¸ª,2019-05-11,19.8,3.5,1.0
105,°­¸ª,2019-05-12,14.4,8.4,7.9
105,°­¸ª,2019-05-13,16.2,8.9,3.3
105,°­¸ª,2019-05-14,18.9,4.8,1.9
105,°­¸ª,2019-05-15,18.8,5.0,0.4
105,°­¸ª,2019-05-16,20.7,3.5,1.5
105,°­¸ª,2019-05-17,24.3,6.3,0.9
105,°­¸ª,2019-05-18,22.0,6.9,3.5
105,°­¸ª,2019-05-19,19.8,7.3,
105,°­¸ª,2019-05-20,20.1,7.0,
105,°­¸ª,2019-05-21,20.1,0.8,
105,°­¸ª,2019-05-22,23.3,3.9,2.5
105,°­¸ª,2019-05-23,26.1,1.1,0.0
105,°­¸ª,2019-05-24,29.0,2.3,0.0
105,°­¸ª,2019-05-25,29.6,6.7,0.3
105,°­¸ª,2019-05-26,28.4,5.5,1.3
105,°­¸ª,2019-05-27,22.4,9.4,
105,°­¸ª,2019-05-28,21.2,1.6,
105,°­¸ª,2019-05-29,22.7,0.5,0.1
105,°­¸ª,2019-05-30,24.3,7.3,3.1
105,°­¸ª,2019-05-31,21.8,4.0,2.8
105,°­¸ª,2019-06-01,23.6,3.6,0.3
105,°­¸ª,2019-06-02,23.2,1.0,0.1
105,°­¸ª,2019-06-03,26.2,1.3,0.6
105,°­¸ª,2019-06-04,28.8,3.8,1.6
105,°­¸ª,2019-06-05,20.8,4.0,1.9
105,°­¸ª,2019-06-06,18.6,9.6,5.0
105,°­¸ª,2019-06-07,17.0,9.3,7.9
105,°­¸ª,2019-06-08,18.3,6.3,2.8
105,°­¸ª,2019-06-09,17.6,9.1,7.5
105,°­¸ª,2019-06-10,16.2,8.6,3.8
105,°­¸ª,2019-06-11,15.9,7.4,5.8
105,°­¸ª,2019-06-12,17.6,0.5,0.0
105,°­¸ª,2019-06-13,22.9,2.9,0.0
105,°­¸ª,2019-06-14,21.7,8.9,2.5
105,°­¸ª,2019-06-15,18.3,8.1,3.9
105,°­¸ª,2019-06-16,17.6,6.0,3.9
105,°­¸ª,2019-06-17,20.8,5.0,2.5
105,°­¸ª,2019-06-18,22.8,8.9,3.8
105,°­¸ª,2019-06-19,24.8,4.1,1.0
105,°­¸ª,2019-06-20,26.8,4.5,0.0
105,°­¸ª,2019-06-21,20.5,7.3,4.1
105,°­¸ª,2019-06-22,19.9,2.5,0.9
105,°­¸ª,2019-06-23,20.1,3.3,1.6
105,°­¸ª,2019-06-24,22.2,2.3,1.6
105,°­¸ª,2019-06-25,23.9,2.4,0.0
105,°­¸ª,2019-06-26,23.4,8.5,2.0
105,°­¸ª,2019-06-27,23.4,6.6,3.1
105,°­¸ª,2019-06-28,21.6,7.8,6.6
105,°­¸ª,2019-06-29,22.7,8.4,5.0
105,°­¸ª,2019-06-30,26.1,6.6,2.1
105,°­¸ª,2019-07-01,26.6,7.0,1.1
105,°­¸ª,2019-07-02,25.4,0.4,0.3
105,°­¸ª,2019-07-03,26.0,4.0,2.1
105,°­¸ª,2019-07-04,26.9,1.4,0.0
105,°­¸ª,2019-07-05,26.3,3.3,0.9
105,°­¸ª,2019-07-06,24.5,4.6,2.4
105,°­¸ª,2019-07-07,22.3,8.1,4.8
105,°­¸ª,2019-07-08,20.9,7.8,5.0
105,°­¸ª,2019-07-09,20.9,7.8,5.1
105,°­¸ª,2019-07-10,18.9,9.8,4.8
105,°­¸ª,2019-07-11,19.8,7.6,5.1
105,°­¸ª,2019-07-12,23.5,5.6,2.0
105,°­¸ª,2019-07-13,25.8,6.0,1.4
105,°­¸ª,2019-07-14,21.7,6.4,4.1
105,°­¸ª,2019-07-15,22.6,8.5,6.5
105,°­¸ª,2019-07-16,22.4,8.6,5.4
105,°­¸ª,2019-07-17,24.2,8.1,4.0
105,°­¸ª,2019-07-18,27.1,6.8,1.1
105,°­¸ª,2019-07-19,25.8,6.3,1.4
105,°­¸ª,2019-07-20,23.7,9.9,6.9
105,°­¸ª,2019-07-21,26.3,8.4,5.3
105,°­¸ª,2019-07-22,30.6,2.3,0.1
105,°­¸ª,2019-07-23,31.2,7.0,2.3
105,°­¸ª,2019-07-24,30.3,8.0,5.1
105,°­¸ª,2019-07-25,30.5,7.5,3.6
105,°­¸ª,2019-07-26,25.9,9.5,5.0
105,°­¸ª,2019-07-27,28.3,5.6,3.6
105,°­¸ª,2019-07-28,29.0,9.3,2.5
105,°­¸ª,2019-07-29,30.6,7.6,4.0
105,°­¸ª,2019-07-30,31.4,5.0,1.5
105,°­¸ª,2019-07-31,31.4,6.6,4.3
105,°­¸ª,2019-08-01,31.4,5.8,1.9
105,°­¸ª,2019-08-02,30.6,3.1,1.6
105,°­¸ª,2019-08-03,27.9,6.4,1.3
105,°­¸ª,2019-08-04,27.4,6.1,0.9
105,°­¸ª,2019-08-05,28.5,2.6,0.1
105,°­¸ª,2019-08-06,26.5,6.6,3.9
105,°­¸ª,2019-08-07,26.9,8.0,3.1
105,°­¸ª,2019-08-08,30.0,6.6,0.8
105,°­¸ª,2019-08-09,30.2,5.4,1.5
105,°­¸ª,2019-08-10,27.3,5.3,4.1
105,°­¸ª,2019-08-11,25.7,7.4,3.9
105,°­¸ª,2019-08-12,28.0,8.3,4.0
105,°­¸ª,2019-08-13,25.7,5.5,5.5
105,°­¸ª,2019-08-14,25.6,7.4,5.8
105,°­¸ª,2019-08-15,24.3,9.1,6.8
105,°­¸ª,2019-08-16,27.0,4.5,1.9
105,°­¸ª,2019-08-17,27.6,7.0,2.1
105,°­¸ª,2019-08-18,25.9,3.5,0.8
105,°­¸ª,2019-08-19,24.8,4.0,0.8
105,°­¸ª,2019-08-20,24.4,5.0,2.3
105,°­¸ª,2019-08-21,25.7,8.0,1.8
105,°­¸ª,2019-08-22,26.5,7.3,2.9
105,°­¸ª,2019-08-23,26.6,5.5,0.9
105,°­¸ª,2019-08-24,24.4,5.8,1.3
105,°­¸ª,2019-08-25,23.4,3.6,0.9
105,°­¸ª,2019-08-26,24.9,5.5,0.5
105,°­¸ª,2019-08-27,23.8,7.6,1.8
105,°­¸ª,2019-08-28,25.1,7.6,2.1
105,°­¸ª,2019-08-29,25.2,6.9,1.4
105,°­¸ª,2019-08-30,25.3,1.3,0.5
105,°­¸ª,2019-08-31,24.5,2.9,0.5
105,°­¸ª,2019-09-01,24.0,6.3,3.0
105,°­¸ª,2019-09-02,24.1,7.6,2.9
105,°­¸ª,2019-09-03,20.7,10.0,4.5
105,°­¸ª,2019-09-04,22.0,9.8,5.3
105,°­¸ª,2019-09-05,23.6,9.3,6.8
105,°­¸ª,2019-09-06,24.1,9.6,5.3
105,°­¸ª,2019-09-07,27.3,7.8,4.4
105,°­¸ª,2019-09-08,27.3,9.3,5.4
105,°­¸ª,2019-09-09,25.8,9.8,5.9
105,°­¸ª,2019-09-10,22.5,9.3,3.8
105,°­¸ª,2019-09-11,20.1,9.3,
105,°­¸ª,2019-09-12,19.9,8.8,
105,°­¸ª,2019-09-13,20.4,5.0,
105,°­¸ª,2019-09-14,22.9,8.3,
105,°­¸ª,2019-09-15,20.6,7.4,
105,°­¸ª,2019-09-16,19.8,4.8,
105,°­¸ª,2019-09-17,20.6,7.3,
105,°­¸ª,2019-09-18,21.1,6.3,
105,°­¸ª,2019-09-19,19.7,5.5,
105,°­¸ª,2019-09-20,19.5,9.8,
105,°­¸ª,2019-09-21,17.6,10.0,
105,°­¸ª,2019-09-22,16.6,10.0,
105,°­¸ª,2019-09-23,16.5,5.0,
105,°­¸ª,2019-09-24,19.3,0.0,
105,°­¸ª,2019-09-25,19.7,5.9,
105,°­¸ª,2019-09-26,20.4,8.1,
105,°­¸ª,2019-09-27,20.3,8.3,
105,°­¸ª,2019-09-28,21.4,4.5,
105,°­¸ª,2019-09-29,23.8,0.1,
105,°­¸ª,2019-09-30,22.3,0.4,
105,°­¸ª,2019-10-01,21.5,7.0,
105,°­¸ª,2019-10-02,21.2,10.0,
105,°­¸ª,2019-10-03,20.3,8.5,
105,°­¸ª,2019-10-04,19.9,7.5,
105,°­¸ª,2019-10-05,15.7,9.9,
105,°­¸ª,2019-10-06,14.5,8.8,
105,°­¸ª,2019-10-07,16.1,7.6,
105,°­¸ª,2019-10-08,17.1,2.7,0.1
105,°­¸ª,2019-10-09,16.6,2.3,0.0
105,°­¸ª,2019-10-10,17.7,8.0,4.8
105,°­¸ª,2019-10-11,18.4,5.6,2.4
105,°­¸ª,2019-10-12,18.6,7.0,4.1
105,°­¸ª,2019-10-13,15.6,6.3,5.6
105,°­¸ª,2019-10-14,15.1,6.5,1.6
105,°­¸ª,2019-10-15,11.9,6.3,1.9
105,°­¸ª,2019-10-16,15.4,3.5,1.9
105,°­¸ª,2019-10-17,15.5,7.4,4.0
105,°­¸ª,2019-10-18,15.1,8.5,4.6
105,°­¸ª,2019-10-19,16.5,4.9,3.4
105,°­¸ª,2019-10-20,17.4,0.1,0.0
105,°­¸ª,2019-10-21,17.0,1.6,0.1
105,°­¸ª,2019-10-22,16.2,3.4,1.6
105,°­¸ª,2019-10-23,16.4,8.5,1.0
105,°­¸ª,2019-10-24,17.2,8.5,2.4
105,°­¸ª,2019-10-25,16.1,8.9,3.6
105,°­¸ª,2019-10-26,14.4,5.3,0.8
105,°­¸ª,2019-10-27,13.1,0.4,0.0
105,°­¸ª,2019-10-28,14.2,3.6,0.9
105,°­¸ª,2019-10-29,15.8,,
105,°­¸ª,2019-10-30,15.2,0.0,0.0
105,°­¸ª,2019-10-31,18.1,0.0,0.0
105,°­¸ª,2019-11-01,16.7,0.9,0.0
105,°­¸ª,2019-11-02,16.4,6.4,0.3
105,°­¸ª,2019-11-03,12.6,9.4,5.1
105,°­¸ª,2019-11-04,12.3,4.3,1.4
105,°­¸ª,2019-11-05,15.4,0.0,0.0
105,°­¸ª,2019-11-06,14.5,4.8,0.4
105,°­¸ª,2019-11-07,12.3,5.8,1.3
105,°­¸ª,2019-11-08,11.1,0.3,0.0
105,°­¸ª,2019-11-09,9.5,5.0,1.0
105,°­¸ª,2019-11-10,12.2,8.1,4.5
105,°­¸ª,2019-11-11,13.6,3.1,2.3
105,°­¸ª,2019-11-12,10.8,2.8,1.5
105,°­¸ª,2019-11-13,12.1,5.8,3.8
105,°­¸ª,2019-11-14,4.6,0.1,0.0
105,°­¸ª,2019-11-15,8.7,6.6,2.8
105,°­¸ª,2019-11-16,10.9,1.0,0.0
105,°­¸ª,2019-11-17,11.0,8.5,3.4
105,°­¸ª,2019-11-18,9.3,5.6,0.3
105,°­¸ª,2019-11-19,3.3,0.4,0.1
105,°­¸ª,2019-11-20,4.5,0.4,0.0
105,°­¸ª,2019-11-21,7.1,5.5,3.9
105,°­¸ª,2019-11-22,10.7,3.0,2.8
105,°­¸ª,2019-11-23,12.3,4.4,1.0
105,°­¸ª,2019-11-24,16.1,6.3,2.9
105,°­¸ª,2019-11-25,6.5,7.9,4.0
105,°­¸ª,2019-11-26,7.5,1.3,0.0
105,°­¸ª,2019-11-27,8.2,7.8,2.6
105,°­¸ª,2019-11-28,3.9,7.6,3.0
105,°­¸ª,2019-11-29,4.8,,
105,°­¸ª,2019-11-30,8.4,6.6,4.1
105,°­¸ª,2019-12-01,8.4,10.0,5.3
105,°­¸ª,2019-12-02,4.1,2.4,1.6
105,°­¸ª,2019-12-03,2.4,2.5,2.4
105,°­¸ª,2019-12-04,4.3,1.5,1.4
105,°­¸ª,2019-12-05,1.1,0.4,0.0
105,°­¸ª,2019-12-06,0.3,0.3,0.0
105,°­¸ª,2019-12-07,3.3,0.3,0.3
105,°­¸ª,2019-12-08,5.2,1.5,0.0
105,°­¸ª,2019-12-09,8.3,4.9,1.4
105,°­¸ª,2019-12-10,9.4,4.9,2.3
105,°­¸ª,2019-12-11,8.6,3.8,2.5
105,°­¸ª,2019-12-12,3.1,0.1,0.0
105,°­¸ª,2019-12-13,5.1,5.5,3.3
105,°­¸ª,2019-12-14,5.6,4.1,1.1
105,°­¸ª,2019-12-15,7.5,4.5,1.8
105,°­¸ª,2019-12-16,9.7,2.3,0.4
105,°­¸ª,2019-12-17,12.7,8.5,5.8
105,°­¸ª,2019-12-18,6.9,8.1,4.8
105,°­¸ª,2019-12-19,5.2,3.1,1.4
105,°­¸ª,2019-12-20,2.6,1.0,0.5
105,°­¸ª,2019-12-21,3.7,4.0,0.5
105,°­¸ª,2019-12-22,5.4,6.0,1.9
105,°­¸ª,2019-12-23,6.3,6.6,5.4
105,°­¸ª,2019-12-24,4.4,1.0,0.5
105,°­¸ª,2019-12-25,6.9,4.6,1.4
105,°­¸ª,2019-12-26,5.7,7.5,5.1
105,°­¸ª,2019-12-27,2.5,0.3,0.0
105,°­¸ª,2019-12-28,3.7,2.3,1.4
105,°­¸ª,2019-12-29,6.7,7.5,
105,°­¸ª,2019-12-30,8.3,3.6,
105,°­¸ª,2019-12-31,-2.4,1.1,0.0
105,°­¸ª,2020-01-01,1.7,0.0,0.0
105,°­¸ª,2020-01-02,3.7,0.6,0.0
105,°­¸ª,2020-01-03,5.6,0.6,
105,°­¸ª,2020-01-04,5.0,0.6,0.0
105,°­¸ª,2020-01-05,4.6,1.9,0.0
105,°­¸ª,2020-01-06,6.1,8.9,5.3
105,°­¸ª,2020-01-07,6.5,10.0,
105,°­¸ª,2020-01-08,7.1,6.0,4.3
105,°­¸ª,2020-01-09,3.9,1.8,1.0
105,°­¸ª,2020-01-10,5.0,2.6,
105,°­¸ª,2020-01-11,4.2,2.4,2.0
105,°­¸ª,2020-01-12,3.4,5.4,3.1
105,°­¸ª,2020-01-13,1.3,1.4,1.3
105,°­¸ª,2020-01-14,1.2,0.9,0.3
105,°­¸ª,2020-01-15,1.9,0.1,0.0
105,°­¸ª,2020-01-16,2.0,3.6,2.1
105,°­¸ª,2020-01-17,3.0,7.4,6.3
105,°­¸ª,2020-01-18,3.9,6.6,3.5
105,°­¸ª,2020-01-19,4.1,5.0,3.8
105,°­¸ª,2020-01-20,3.7,1.0,0.1
105,°­¸ª,2020-01-21,2.8,2.3,1.1
105,°­¸ª,2020-01-22,7.1,9.3,8.1
105,°­¸ª,2020-01-23,7.2,4.9,3.8
105,°­¸ª,2020-01-24,4.4,7.8,4.0
105,°­¸ª,2020-01-25,5.7,7.6,4.5
105,°­¸ª,2020-01-26,5.2,8.4,5.0
105,°­¸ª,2020-01-27,6.6,9.9,5.8
105,°­¸ª,2020-01-28,6.7,9.5,4.4
105,°­¸ª,2020-01-29,5.6,8.9,3.8
105,°­¸ª,2020-01-30,2.6,9.5,3.6
105,°­¸ª,2020-01-31,3.2,4.8,2.5
105,°­¸ª,2020-02-01,4.8,0.0,0.0
105,°­¸ª,2020-02-02,5.0,4.0,1.9
105,°­¸ª,2020-02-03,3.2,0.8,0.4
105,°­¸ª,2020-02-04,2.7,2.9,1.3
105,°­¸ª,2020-02-05,-2.1,0.9,0.0
105,°­¸ª,2020-02-06,-2.6,4.6,1.4
105,°­¸ª,2020-02-07,2.3,0.8,0.4
105,°­¸ª,2020-02-08,1.9,3.8,1.4
105,°­¸ª,2020-02-09,2.6,3.8,1.5
105,°­¸ª,2020-02-10,4.5,0.1,0.0
105,°­¸ª,2020-02-11,8.1,2.3,1.1
105,°­¸ª,2020-02-12,9.2,8.6,5.8
105,°­¸ª,2020-02-13,11.5,2.0,0.6
105,°­¸ª,2020-02-14,10.9,6.1,3.9
105,°­¸ª,2020-02-15,10.6,8.0,4.3
105,°­¸ª,2020-02-16,3.1,7.8,3.8
105,°­¸ª,2020-02-17,-2.1,5.8,3.4
105,°­¸ª,2020-02-18,0.6,0.4,0.0
105,°­¸ª,2020-02-19,4.7,5.0,2.9
105,°­¸ª,2020-02-20,6.6,1.6,1.0
105,°­¸ª,2020-02-21,8.8,8.6,2.3
105,°­¸ª,2020-02-22,6.2,1.5,1.4
105,°­¸ª,2020-02-23,6.0,0.1,0.1
105,°­¸ª,2020-02-24,11.3,5.8,2.8
105,°­¸ª,2020-02-25,6.5,9.4,5.0
105,°­¸ª,2020-02-26,4.0,9.8,5.4
105,°­¸ª,2020-02-27,3.9,5.4,1.9
105,°­¸ª,2020-02-28,6.6,8.4,5.4
105,°­¸ª,2020-02-29,7.4,5.4,3.6
105,°­¸ª,2020-03-01,8.0,6.0,3.6
105,°­¸ª,2020-03-02,5.9,5.8,3.8
105,°­¸ª,2020-03-03,6.8,7.3,3.9
105,°­¸ª,2020-03-04,5.5,3.3,1.1
105,°­¸ª,2020-03-05,3.4,0.4,0.1
105,°­¸ª,2020-03-06,6.1,2.4,0.6
105,°­¸ª,2020-03-07,6.9,6.6,2.1
105,°­¸ª,2020-03-08,8.1,0.0,0.0
105,°­¸ª,2020-03-09,10.1,5.9,3.1
105,°­¸ª,2020-03-10,8.1,9.5,4.1
105,°­¸ª,2020-03-11,6.6,0.3,0.0
105,°­¸ª,2020-03-12,11.3,0.0,0.0
105,°­¸ª,2020-03-13,8.0,4.4,1.8
105,°­¸ª,2020-03-14,6.5,2.1,1.5
105,°­¸ª,2020-03-15,4.6,7.3,3.5
105,°­¸ª,2020-03-16,5.6,3.1,1.3
105,°­¸ª,2020-03-17,8.2,1.3,0.3
105,°­¸ª,2020-03-18,13.7,0.6,0.1
105,°­¸ª,2020-03-19,12.2,3.5,1.3
105,°­¸ª,2020-03-20,11.5,1.6,0.8
105,°­¸ª,2020-03-21,14.0,4.8,1.8
105,°­¸ª,2020-03-22,9.8,2.4,1.3
105,°­¸ª,2020-03-23,8.9,1.5,0.8
105,°­¸ª,2020-03-24,8.6,1.1,0.8
105,°­¸ª,2020-03-25,10.9,3.9,0.5
105,°­¸ª,2020-03-26,16.3,5.0,2.6
105,°­¸ª,2020-03-27,9.9,9.6,4.4
105,°­¸ª,2020-03-28,6.4,6.4,2.6
105,°­¸ª,2020-03-29,6.9,6.5,4.4
105,°­¸ª,2020-03-30,9.8,0.6,0.0
105,°­¸ª,2020-03-31,12.1,4.4,1.5
105,°­¸ª,2020-04-01,9.3,8.6,4.8
105,°­¸ª,2020-04-02,11.8,1.3,0.0
105,°­¸ª,2020-04-03,15.3,0.3,0.0
105,°­¸ª,2020-04-04,8.7,3.9,1.3
105,°­¸ª,2020-04-05,7.3,0.1,0.0
105,°­¸ª,2020-04-06,11.3,2.6,0.9
105,°­¸ª,2020-04-07,13.1,4.4,2.1
105,°­¸ª,2020-04-08,8.2,3.1,2.3
105,°­¸ª,2020-04-09,8.6,3.6,2.1
105,°­¸ª,2020-04-10,8.9,4.3,1.9
105,°­¸ª,2020-04-11,11.3,4.4,0.8
105,°­¸ª,2020-04-12,7.7,7.0,4.1
105,°­¸ª,2020-04-13,9.4,4.1,2.0
105,°­¸ª,2020-04-14,17.6,0.5,0.0
105,°­¸ª,2020-04-15,13.9,4.0,0.9
105,°­¸ª,2020-04-16,10.9,6.0,2.3
105,°­¸ª,2020-04-17,11.7,7.9,4.5
105,°­¸ª,2020-04-18,10.6,4.4,3.3
105,°­¸ª,2020-04-19,10.2,9.1,5.0
105,°­¸ª,2020-04-20,11.9,6.4,5.5
105,°­¸ª,2020-04-21,9.5,5.3,2.3
105,°­¸ª,2020-04-22,8.0,1.0,0.4
105,°­¸ª,2020-04-23,9.4,3.0,1.5
105,°­¸ª,2020-04-24,12.3,4.3,1.6
105,°­¸ª,2020-04-25,17.0,3.0,0.8
105,°­¸ª,2020-04-26,10.6,6.4,3.1
105,°­¸ª,2020-04-27,10.7,4.5,1.4
105,°­¸ª,2020-04-28,16.8,1.4,0.1
105,°­¸ª,2020-04-29,19.8,2.3,0.8
105,°­¸ª,2020-04-30,21.4,4.6,1.6
105,°­¸ª,2020-05-01,26.3,1.4,0.3
105,°­¸ª,2020-05-02,24.9,5.9,0.9
105,°­¸ª,2020-05-03,23.1,7.5,3.9
105,°­¸ª,2020-05-04,17.2,6.5,3.3
105,°­¸ª,2020-05-05,15.2,6.4,1.9
105,°­¸ª,2020-05-06,15.8,1.4,0.8
105,°­¸ª,2020-05-07,15.3,6.9,0.9
105,°­¸ª,2020-05-08,16.3,7.6,1.3
105,°­¸ª,2020-05-09,15.2,9.4,4.3
105,°­¸ª,2020-05-10,19.2,4.1,2.6
105,°­¸ª,2020-05-11,20.9,4.4,0.9
105,°­¸ª,2020-05-12,18.4,3.9,1.1
105,°­¸ª,2020-05-13,20.0,0.8,0.0
105,°­¸ª,2020-05-14,24.3,8.1,1.0
105,°­¸ª,2020-05-15,17.3,9.4,4.5
105,°­¸ª,2020-05-16,15.9,8.8,6.9
105,°­¸ª,2020-05-17,18.5,4.3,3.3
105,°­¸ª,2020-05-18,15.7,8.9,7.4
105,°­¸ª,2020-05-19,12.2,9.3,5.4
105,°­¸ª,2020-05-20,10.8,7.8,2.8
105,°­¸ª,2020-05-21,13.0,6.0,4.8
105,°­¸ª,2020-05-22,14.1,9.1,9.0
105,°­¸ª,2020-05-23,16.5,7.9,2.1
105,°­¸ª,2020-05-24,19.4,4.8,2.6
105,°­¸ª,2020-05-25,21.7,7.3,0.4
105,°­¸ª,2020-05-26,19.8,8.8,4.3
105,°­¸ª,2020-05-27,20.1,0.4,0.4
105,°­¸ª,2020-05-28,19.8,5.6,3.0
105,°­¸ª,2020-05-29,19.6,0.1,0.1
105,°­¸ª,2020-05-30,20.8,0.0,0.0
105,°­¸ª,2020-05-31,20.0,4.3,1.8
105,°­¸ª,2020-06-01,23.8,3.6,2.1
105,°­¸ª,2020-06-02,22.0,7.8,2.0
105,°­¸ª,2020-06-03,25.1,2.5,1.3
105,°­¸ª,2020-06-04,27.6,0.3,0.1
105,°­¸ª,2020-06-05,20.0,3.3,2.8
105,°­¸ª,2020-06-06,19.8,4.3,3.1
105,°­¸ª,2020-06-07,22.3,2.6,1.1
105,°­¸ª,2020-06-08,28.5,1.9,0.3
105,°­¸ª,2020-06-09,29.5,3.6,2.0
105,°­¸ª,2020-06-10,26.9,7.9,1.6
105,°­¸ª,2020-06-11,26.3,5.4,4.1
105,°­¸ª,2020-06-12,23.2,8.6,3.1
105,°­¸ª,2020-06-13,27.4,5.8,1.4
105,°­¸ª,2020-06-14,27.9,5.0,3.8
105,°­¸ª,2020-06-15,27.4,4.8,0.0
105,°­¸ª,2020-06-16,24.8,2.9,0.5
105,°­¸ª,2020-06-17,27.1,4.4,0.9
105,°­¸ª,2020-06-18,22.9,9.5,3.4
105,°­¸ª,2020-06-19,19.1,8.4,7.3
105,°­¸ª,2020-06-20,21.9,5.5,1.9
105,°­¸ª,2020-06-21,23.3,3.3,1.6
105,°­¸ª,2020-06-22,26.6,1.8,0.5
105,°­¸ª,2020-06-23,22.9,8.0,4.8
105,°­¸ª,2020-06-24,21.2,9.9,5.1
105,°­¸ª,2020-06-25,20.5,9.3,8.5
105,°­¸ª,2020-06-26,24.5,6.5,
105,°­¸ª,2020-06-27,26.0,6.6,3.8
105,°­¸ª,2020-06-28,23.2,4.1,3.4
105,°­¸ª,2020-06-29,22.2,8.6,5.9
105,°­¸ª,2020-06-30,18.7,9.9,5.6
105,°­¸ª,2020-07-01,19.5,7.6,4.1
105,°­¸ª,2020-07-02,24.3,1.9,0.6
105,°­¸ª,2020-07-03,22.1,7.8,3.4
105,°­¸ª,2020-07-04,21.8,6.4,1.3
105,°­¸ª,2020-07-05,26.0,4.4,1.0
105,°­¸ª,2020-07-06,24.5,5.3,3.0
105,°­¸ª,2020-07-07,24.7,5.5,3.8
105,°­¸ª,2020-07-08,24.0,5.0,3.5
105,°­¸ª,2020-07-09,22.8,6.0,4.5
105,°­¸ª,2020-07-10,22.0,9.6,
105,°­¸ª,2020-07-11,20.0,,
105,°­¸ª,2020-07-12,20.0,,
105,°­¸ª,2020-07-13,18.5,7.3,
105,°­¸ª,2020-07-14,18.3,9.1,5.3
105,°­¸ª,2020-07-15,19.1,6.4,3.1
105,°­¸ª,2020-07-16,21.2,2.1,0.1
105,°­¸ª,2020-07-17,22.3,0.9,0.0
105,°­¸ª,2020-07-18,21.6,5.5,3.8
105,°­¸ª,2020-07-19,22.4,8.6,3.4
105,°­¸ª,2020-07-20,28.0,9.0,2.3
105,°­¸ª,2020-07-21,27.1,6.1,2.5
105,°­¸ª,2020-07-22,24.6,9.4,5.9
105,°­¸ª,2020-07-23,21.6,10.0,6.1
105,°­¸ª,2020-07-24,20.5,8.3,8.3
105,°­¸ª,2020-07-25,20.9,8.8,8.6
105,°­¸ª,2020-07-26,21.2,7.5,7.1
105,°­¸ª,2020-07-27,20.8,10.0,9.8
105,°­¸ª,2020-07-28,21.3,9.6,6.6
105,°­¸ª,2020-07-29,21.8,9.1,7.3
105,°­¸ª,2020-07-30,22.9,7.7,6.8
105,°­¸ª,2020-07-31,29.4,4.3,1.5
105,°­¸ª,2020-08-01,27.7,9.1,3.6
105,°­¸ª,2020-08-02,27.7,8.4,3.5
105,°­¸ª,2020-08-03,27.2,10.0,3.6
105,°­¸ª,2020-08-04,25.6,9.9,3.5
105,°­¸ª,2020-08-05,22.7,10.0,5.9
105,°­¸ª,2020-08-06,24.1,9.3,2.5
105,°­¸ª,2020-08-07,25.7,9.0,3.5
105,°­¸ª,2020-08-08,21.9,8.5,5.3
105,°­¸ª,2020-08-09,23.4,9.3,5.4
105,°­¸ª,2020-08-10,25.0,9.1,3.3
105,°­¸ª,2020-08-11,25.6,6.5,2.1
105,°­¸ª,2020-08-12,30.4,7.0,1.5
105,°­¸ª,2020-08-13,31.0,7.5,2.8
105,°­¸ª,2020-08-14,31.4,8.2,2.3
105,°­¸ª,2020-08-15,27.9,9.4,3.3
105,°­¸ª,2020-08-16,30.0,8.3,2.9
105,°­¸ª,2020-08-17,30.5,5.4,1.5
105,°­¸ª,2020-08-18,31.2,2.0,0.0
105,°­¸ª,2020-08-19,31.6,0.4,0.0
105,°­¸ª,2020-08-20,26.8,4.9,3.6
105,°­¸ª,2020-08-21,22.7,8.1,6.1
105,°­¸ª,2020-08-22,23.1,9.4,6.6
105,°­¸ª,2020-08-23,24.6,4.6,1.9
105,°­¸ª,2020-08-24,27.1,5.5,1.0
105,°­¸ª,2020-08-25,30.2,4.1,0.3
105,°­¸ª,2020-08-26,26.4,7.0,4.9
105,°­¸ª,2020-08-27,30.1,7.5,2.8
105,°­¸ª,2020-08-28,29.4,8.1,4.6
105,°­¸ª,2020-08-29,29.2,6.9,2.6
105,°­¸ª,2020-08-30,24.3,7.1,4.5
105,°­¸ª,2020-08-31,23.2,5.5,4.5
105,°­¸ª,2020-09-01,25.1,5.4,3.0
105,°­¸ª,2020-09-02,23.9,10.0,5.8
105,°­¸ª,2020-09-03,25.9,6.9,3.5
105,°­¸ª,2020-09-04,24.7,2.0,0.1
105,°­¸ª,2020-09-05,21.6,9.1,2.1
105,°­¸ª,2020-09-06,18.5,10.0,5.6
105,°­¸ª,2020-09-07,22.2,8.4,4.6
105,°­¸ª,2020-09-08,25.4,5.3,2.6
105,°­¸ª,2020-09-09,23.3,8.4,4.3
105,°­¸ª,2020-09-10,23.3,4.6,2.0
105,°­¸ª,2020-09-11,20.7,9.4,4.8
105,°­¸ª,2020-09-12,18.8,8.3,7.0
105,°­¸ª,2020-09-13,17.6,4.9,2.9
105,°­¸ª,2020-09-14,21.0,3.8,0.6
105,°­¸ª,2020-09-15,21.7,5.9,2.1
105,°­¸ª,2020-09-16,22.7,8.1,3.1
105,°­¸ª,2020-09-17,21.8,9.9,6.5
105,°­¸ª,2020-09-18,21.7,6.1,2.6
